Probe_Set_ID	value
258401_at	1
258499_at	1
248906_at	1
247109_at	1
251060_at	1
259598_at	1
253776_at	1
258480_at	1
247405_at	1
257962_at	1
258086_at	1
261355_at	1
256074_at	1
255438_at	1
258310_at	1
247426_at	1
252023_at	1
246012_at	1
258000_at	1
248402_at	1
263488_at	1
263785_at	1
248552_at	1
246214_at	1
251848_at	1
248146_at	1
263755_at	1
253057_at	1
251639_at	1
253273_at	1
259856_at	1
255830_at	1
254335_at	1
253324_at	1
261255_at	1
266857_at	1
266303_at	1
259925_at	1
266881_at	1
250998_at	1
247364_at	1
266119_at	1
266938_at	1
265274_at	1
249019_at	1
247422_at	1
252114_at	1
254833_s_at	1
258731_at	1
259926_at	1
267220_at	1
250339_at	1
260793_at	1
255696_at	1
264377_at	1
248679_at	1
261189_at	1
255325_at	1
247328_at	1
254267_at	1
256622_at	1
266087_at	1
248944_at	1
253377_at	1
250775_at	1
266742_at	1
253357_at	1
259920_at	1
264851_at	1
254984_s_at	1
245949_at	1
247392_at	1
259806_at	1
267362_at	1
265805_s_at	1
265642_at	1
251059_at	1
249864_at	1
262823_at	1
267251_at	1
254694_at	1
259708_at	1
246613_at	1
251507_at	1
245200_at	1
266687_at	1
265353_at	1
252572_at	1
250045_at	1
259178_at	1
259752_at	1
AFFX-Athal-GAPDH_M_s_at	1
264121_at	1
250289_at	1
258665_at	1
255536_at	1
260644_at	1
256664_at	1
263632_at	1
255452_at	1
267214_at	1
250753_at	1
256002_at	1
266781_at	1
256835_at	1
261692_at	1
257621_at	1
255032_at	1
258048_at	1
266457_at	1
267256_s_at	1
248313_at	1
264107_s_at	1
262370_at	1
266400_at	1
247079_at	1
257654_at	1
266977_at	1
248134_at	1
265269_at	1
251333_at	1
263226_at	1
260243_at	1
258232_at	1
250203_at	1
266181_at	1
261378_at	1
246583_at	1
253028_at	1
253646_at	1
254166_at	1
264438_at	1
254040_at	1
247209_at	1
250931_at	1
245401_at	1
250607_at	1
250565_at	1
266746_s_at	1
255953_at	1
250125_at	1
253249_at	1
250435_at	1
261167_at	1
264399_at	1
249237_at	1
255082_at	1
247817_at	1
256100_at	1
248637_at	1
247722_at	1
260189_at	1
266035_at	1
264893_at	1
264418_at	1
267064_at	1
253911_at	1
253019_at	1
247604_at	1
254141_at	1
245333_at	1
267472_at	1
265097_at	1
261583_at	1
252821_at	1
260852_at	1
250768_at	1
250939_at	1
246396_at	1
250560_at	1
267154_at	1
260065_at	1
248332_at	1
252931_at	1
262571_at	1
253987_at	1
264956_at	1
256755_at	1
263048_s_at	1
245188_at	1
249074_at	1
257612_at	1
259228_at	1
263219_at	1
255442_at	1
253257_at	1
261518_at	1
264622_at	1
266721_at	1
254918_at	1
266167_at	1
245051_at	1
250430_at	1
263799_at	1
249331_at	1
254388_at	1
257247_at	1
247884_at	1
264133_at	1
261859_at	1
259175_at	1
259588_at	1
249581_at	1
248794_at	1
251140_at	1
249592_at	1
260656_at	1
260772_at	1
258894_at	1
252414_at	1
252820_at	1
245199_at	1
251669_at	1
248547_at	1
260384_at	1
255038_at	1
264820_at	1
245094_at	1
260310_at	1
259858_at	1
259560_at	1
258041_at	1
251170_at	1
256978_at	1
AFFX-r2-At-GAPDH-3_s_at	1
263074_at	1
259364_at	1
248551_at	1
249835_s_at	1
265530_at	1
251586_at	1
264059_at	1
252998_at	1
259065_at	1
263425_at	1
262157_at	1
253816_at	1
252134_at	1
255844_at	1
247442_s_at	1
248792_at	1
267293_at	1
251182_at	1
248568_at	1
255068_at	1
260798_at	1
254125_at	1
255148_at	1
250264_at	1
247325_at	1
251278_at	1
262376_at	1
252781_at	1
253589_at	1
254174_at	1
262738_at	1
261921_at	1
264177_at	1
260282_at	1
266411_at	1
264381_at	1
251470_at	1
254083_at	1
256627_at	1
263318_at	1
253585_at	1
259230_at	1
247594_at	1
260350_at	1
261660_at	1
251807_at	1
249494_at	1
249918_at	1
267460_at	1
245578_at	1
258423_at	1
252291_s_at	1
266101_at	1
258300_at	1
259048_at	1
245810_at	1
250486_at	1
254858_at	1
260847_s_at	1
256415_at	1
252095_at	1
246538_at	1
250141_at	1
245718_at	1
260217_at	1
266509_at	1
246384_at	1
251736_at	1
254144_at	1
258658_at	1
262941_at	1
266474_at	1
251068_at	1
264656_at	1
250829_at	1
257122_at	1
252646_at	1
246398_at	1
262231_at	1
264664_at	1
253868_at	1
254389_s_at	1
264696_at	1
266928_at	1
245301_at	1
245731_at	1
253094_at	1
256129_at	1
259232_at	1
255943_at	1
264867_at	1
252164_at	1
249580_at	1
262803_at	1
261438_at	1
257573_at	1
262314_at	1
253414_at	1
266904_at	1
245501_at	1
261413_at	1
259561_at	1
250849_at	1
250510_at	1
262749_at	1
263854_at	1
262708_at	1
261225_at	1
255857_at	1
265120_at	1
259629_at	1
256264_at	1
257666_at	1
264869_at	1
254894_at	1
257076_at	1
253062_at	1
259823_at	1
245517_at	1
260345_at	1
248833_at	1
250990_at	1
248310_at	1
254192_at	1
248882_at	1
250891_at	1
246029_at	1
260260_at	1
251425_at	1
262932_at	1
261711_at	1
248698_at	1
261685_at	1
264221_s_at	1
264951_at	1
252170_at	1
245052_at	1
251624_at	1
259655_at	1
266968_at	1
259191_at	1
245709_at	1
250946_at	1
260879_at	1
257206_at	1
251475_at	1
263478_at	1
253300_at	1
255070_at	1
264975_at	1
262245_at	1
267377_at	1
257499_at	1
267055_at	1
247348_at	1
259033_at	1
246006_at	1
265446_at	1
251954_at	1
263496_at	1
260551_at	1
246958_at	1
259793_at	1
264663_at	1
256805_at	1
245593_at	1
248251_at	1
266889_at	1
249754_at	1
249515_at	1
248327_at	1
248696_at	1
264351_at	1
262648_at	1
258949_at	1
262236_at	1
249544_at	1
267123_at	1
267230_at	1
252009_at	1
259344_at	1
249652_at	1
258333_at	1
255590_at	1
248138_at	1
253856_at	1
256400_at	1
253219_at	1
255923_at	1
255967_at	1
258548_at	1
248127_at	1
262055_at	1
246502_at	1
257908_at	1
250480_at	1
248975_at	1
252592_at	1
262960_at	1
249685_at	1
255116_at	1
267316_at	1
257813_at	1
256070_at	1
262793_at	1
255595_at	1
259092_at	1
249641_at	1
260371_at	1
250958_at	1
261765_at	1
261880_at	1
245853_at	1
255674_at	1
253635_at	1
247216_at	1
254117_at	1
261159_s_at	1
250670_at	1
247183_at	1
254348_at	1
256890_at	1
258251_at	1
259502_at	1
252328_at	1
267392_at	1
252922_at	1
245373_s_at	1
252480_at	1
254218_at	1
263804_at	1
250921_at	1
255047_at	1
259757_at	1
258135_at	1
267127_at	1
254211_at	1
266363_at	1
247493_at	1
258164_at	1
248524_s_at	1
259014_at	1
254594_at	1
254427_at	1
253295_at	1
264458_at	1
253891_at	1
258884_at	1
254784_at	1
255829_at	1
257903_at	1
250812_at	1
253125_at	1
252864_at	1
246620_at	1
255709_at	1
255259_at	1
260722_at	1
248821_at	1
250263_at	1
251969_at	1
252412_at	1
260556_at	1
257938_at	1
257191_at	1
267495_at	1
256337_at	1
260789_s_at	1
257238_at	1
245329_at	1
246847_at	1
254806_at	1
249727_at	1
252076_at	1
259474_at	1
257805_at	1
261904_at	1
265053_at	1
251297_at	1
246511_at	1
249579_at	1
256240_at	1
260151_at	1
251299_at	1
264083_at	1
258140_at	1
262899_at	1
249183_at	1
258002_at	1
255095_at	1
257746_at	1
250301_at	1
267134_at	1
262820_at	1
262657_at	1
247916_at	1
262965_at	1
248817_at	1
251040_at	1
248786_at	1
248037_at	1
262177_at	1
256255_at	1
252390_at	1
267558_at	1
253954_at	1
253477_at	1
248820_at	1
262082_s_at	1
267490_at	1
256366_at	1
251063_at	1
255236_at	1
245156_at	1
261076_at	1
256308_s_at	1
250307_at	1
251300_at	1
253480_at	1
250403_at	1
256650_at	1
245694_at	1
260125_at	1
246532_at	1
250580_at	1
263179_at	1
253374_at	1
263583_at	1
261032_at	1
249442_at	1
261404_at	1
259987_at	1
255808_at	1
260082_at	1
253059_s_at	1
260548_at	1
245426_at	1
262897_at	1
251237_at	1
260370_at	1
251400_at	1
246598_at	1
246749_at	1
267376_at	1
247571_at	1
252053_at	1
253926_at	1
257313_at	1
252298_at	1
259852_at	1
251791_at	1
262504_at	1
261581_at	1
258355_at	1
261477_at	1
264498_at	1
263777_at	1
260295_at	1
256962_at	1
260685_at	1
254776_at	1
251676_at	1
267499_at	1
266261_at	1
260697_at	1
257088_at	1
247943_at	1
252391_at	1
254535_at	1
251153_at	1
263590_at	1
264593_at	1
260635_at	1
252548_at	1
248420_at	1
254078_at	1
262641_at	1
267364_at	1
256725_at	1
266715_at	1
247826_at	1
253581_at	1
265033_at	1
255329_at	1
253268_s_at	1
250359_at	1
256607_at	1
260229_at	1
253397_at	1
256770_at	1
262920_at	1
263298_at	1
252995_at	1
265281_at	1
262969_at	1
251643_at	1
261639_at	1
266207_at	1
249385_at	1
246292_at	1
260087_at	1
260138_at	1
264146_at	1
264936_at	1
257749_at	1
267028_at	1
264095_at	1
248953_at	1
257973_at	1
245956_s_at	1
255439_at	1
264590_at	1
262694_at	1
264198_at	1
249983_at	1
254484_at	1
249865_at	1
253485_at	1
247315_at	1
251457_s_at	1
256151_at	1
260454_at	1
262514_at	1
257484_at	1
246789_at	1
247847_at	1
250119_at	1
254549_at	1
