Probe_Set_ID	Lsmean_ A _expanding	Lsmean_ A_fullexpand	Lsmean_A_primordia	Lsmean_ E_expanding	Lsmean_ E_fullexpand	Lsmean_E_primordia
250544_at	1.302409	1.434204	1.546875	1.35791	1.319336	1.405518
250545_at	0.875	0.867065	1.091797	1.037598	1.035645	1.02124
250546_at	0.752279	-0.18689	2.570801	0.398275	-0.0022	2.5896
250547_at	0.930664	1.182251	1.102051	0.822103	1.052734	1.131592
250548_at	-0.04785	-0.02527	0.505615	-0.26676	-0.08398	0.463135
250549_at	0.879232	0.561646	0.083496	0.98291	0.405762	0.158936
250550_at	-0.78678	-1.32654	-0.66479	-1.07959	-1.55859	-0.66797
250552_at	-0.99089	-0.81677	-1.29468	-1.02816	-0.94043	-1.21851
250553_at	0.690104	0.443481	1.627441	0.69222	0.747803	1.647705
250554_at	-0.00456	-0.83557	0.209229	-0.45882	-0.88208	0.466309
250555_at	-1.92253	-1.33801	-1.6521	-1.90218	-1.39258	-1.64063
250556_at	-1.47168	-0.81873	-1.38989	-1.24202	-0.5127	-1.39941
250557_at	-0.92871	-0.85266	-0.97388	-0.81234	-0.93164	-0.77734
250559_at	-0.3903	-0.2179	-0.65869	-0.618	-0.30322	-0.61035
250560_at	-0.82878	-1.49963	0.650879	-1.11149	-1.75024	0.692383
250562_at	2.05957	1.484985	3.066406	1.919759	1.494629	2.977783
250563_at	4.22168	3.771606	2.939453	3.889811	3.483887	2.986084
250564_at	1.622721	1.414673	1.742188	1.484212	1.36084	1.772705
250565_at	0.538737	-1.45032	3.296387	-0.1805	-1.98438	3.259521
250566_at	-2.07585	-2.27551	-1.58936	-2.28206	-2.0957	-1.63086
250569_at	-0.07552	-0.64636	-0.20459	-0.07699	-0.83594	-0.18628
250570_at	-0.31055	-0.62024	-1.20068	-0.35921	-0.59937	-1.41553
250571_at	-0.7181	-0.59241	-0.84399	-0.79964	-0.42407	-0.90186
250572_at	-1.98177	-1.99377	-2.03662	-2.21761	-1.94727	-2.00317
250577_at	-1.014	-0.07996	-1.5498	-0.61442	-0.00537	-1.79883
250580_at	-0.19727	0.223511	0.158203	0.130371	0.426514	0.245361
250581_at	-0.16895	-0.32166	-0.01685	-0.1154	-0.28125	0.005859
250582_at	1.410482	1.490356	0.960938	1.423665	1.659668	0.904297
250584_at	-0.84733	-1.78992	-0.73975	-1.11117	-1.69971	-0.81494
250586_at	-0.40299	-0.65515	-0.19092	-0.36963	-0.80396	-0.25073
250590_at	-1.1709	-1.39612	-1.78418	-1.06104	-1.21021	-2.05444
250598_at	-1.0791	-0.06726	-3.44824	-0.86084	-0.32642	-3.33484
250599_at	-2.05957	-2.05725	-1.81274	-2.21143	-2.36951	-1.74805
250602_s_at	-0.80208	-0.59827	-0.80786	-0.65055	-0.59009	-0.67871
250604_at	0.388672	1.008667	0.155029	0.718262	1.206543	-0.04956
250607_at	1.721029	2.20813	1.049316	1.917806	2.289063	1.008057
250609_at	0.986979	1.755493	0.674316	1.152181	1.807129	0.612793
250613_at	1.308268	1.131958	0.221436	1.216634	1.064453	0.334229
250615_at	-1.18815	-1.14172	-0.96313	-1.14893	-1.32373	-1.28027
250617_at	0.01888	-0.00745	-0.58252	-0.15967	-0.12183	-0.37207
250618_at	0.191732	0.946655	-0.58618	0.187988	1.169434	-0.81201
250621_at	-0.47363	0.25647	-0.9231	-0.44027	0.304688	-1.34424
250623_at	-0.08854	-0.31824	-0.43579	-0.20003	-0.36182	-0.29102
250625_at	0.183268	0.091431	0.665283	0.268392	0.377686	0.873535
250626_at	0.726888	0.528931	1.502441	0.948405	0.612793	1.378174
250627_at	-0.81185	-0.7887	-1.4917	-0.59391	-0.43188	-1.55273
250633_at	-0.07227	-0.0802	-1.2356	-0.13786	-0.01855	-1.12256
250643_at	-0.89063	-0.92371	-0.21948	-0.8221	-0.74805	-0.21045
250644_at	-0.89551	-0.54309	-1.26709	-0.62907	-0.19263	-1.21924
250645_at	1.167643	1.633911	1.013184	1.20166	1.491211	0.785645
250647_at	-0.47005	-0.5802	-0.88647	-0.57471	-0.85229	-0.8877
250649_at	2.890951	2.874146	1.555176	2.747233	2.674316	1.507568
250653_at	-2.13379	-2.47961	-2.99585	-2.00863	-3.23096	-3.2196
250655_at	-1.36426	-0.81628	-1.05591	-1.17367	-0.67603	-1.24902
250656_at	-0.38346	-0.94861	-0.08643	-0.33545	-1	-0.0127
250661_at	1.045247	-0.82068	2.741211	0.788249	-1.87427	2.669678
250663_at	-0.66374	-1.25427	-0.8667	-0.85726	-1.18457	-0.88599
250664_at	-1.44173	-2.30334	-3.13757	-1.81201	-2.50439	-3.1698
250667_at	3.372721	2.439087	4.192871	3.109863	2.526367	4.207764
250668_at	3.500326	3.467407	1.961426	3.44515	3.303711	1.996338
250669_at	-0.28027	0.932495	0.734131	-0.11051	0.819092	0.884277
250670_at	-2.889	-2.04822	-3.03247	-2.34521	-1.35107	-2.74438
250671_at	-1.25228	-1.12292	-0.99561	-1.25244	-1.03882	-0.97803
250672_at	-0.91927	-0.65955	0.01416	-0.88851	-0.45825	0.10498
250674_at	-2.12142	-2.45325	-2.69922	-2.78076	-2.43555	-2.93066
250675_at	0.226563	0.525757	0.177002	0.359863	0.668945	0.256836
250676_at	0.960286	1.910278	0.416992	1.31429	2.424316	0.360352
250681_at	-2.4235	-2.90662	-0.98291	-2.23649	-2.50024	-0.98389
250687_at	0.486328	0.183472	1.105469	0.371257	0.39502	1.029541
250689_at	-1.01042	-0.61975	-1.67554	-0.6014	-0.37158	-1.91528
250690_at	1.816732	2.569946	1.082031	1.603353	2.692871	1.412354
250691_at	0.396159	-0.06091	-0.25244	0.164225	-0.29565	-0.22583
250692_at	-0.43848	-0.30969	-0.79834	-0.42952	-0.54175	-0.80225
250693_at	0.473633	0.709595	0.542236	0.631673	0.632813	0.515381
250696_at	-1.08496	-0.49182	-1.71387	-1.35824	-0.98901	-1.85059
250698_at	-1.43001	-1.74866	-1.22168	-1.50732	-1.62183	-0.98779
250700_at	-1.73047	-1.64587	-1.59863	-1.8335	-1.54517	-1.4939
250703_at	1.699544	1.36145	3.134277	1.550618	1.506348	3.231689
250704_at	0.023438	0.349487	-0.10791	0.07666	0.236328	-0.11157
250705_at	2.280273	2.125122	1.726563	2.188639	1.994141	1.715576
250706_at	-1.18587	-1.3927	-0.6167	-1.36019	-1.32153	-0.56592
250707_at	-0.45866	-0.10413	0.390869	-0.2264	-0.08594	0.351807
250710_at	-2.15039	-2.27039	-2.3833	-2.36507	-2.27026	-2.89087
250711_at	0.073568	-0.09949	0.826904	0.11084	0.241699	0.944092
250712_at	-0.40918	-0.30994	-0.52344	-0.44124	-0.40723	-0.5686
250713_at	2.222982	2.166138	1.237305	2.191895	2.100586	1.340576
250714_at	0.97819	1.105591	0.962402	0.851074	1.124512	1.099365
250715_at	-0.66504	-1.17932	0.366211	-0.90576	-1.20679	0.429199
250718_at	-0.42188	-0.09534	-0.10889	-0.27555	-0.0022	-0.04297
250720_at	-2.14095	-1.80994	-1.61426	-1.90186	-1.78931	-1.53638
250721_at	0.330404	0.412231	0.950684	0.286621	0.525391	0.952881
250722_at	-1.87012	-1.18542	-1.4458	-1.54118	-1.68384	-1.90625
250723_at	-2.32943	-2.57507	-2.65991	-2.26872	-1.99414	-2.3938
250726_at	-1.39941	-1.47253	-1.0061	-1.41097	-1.16113	-0.89624
250727_at	-1.45736	-1.6864	-1.10376	-1.38623	-1.58691	-0.94141
250728_at	-0.38607	0.237671	-0.56055	-0.16064	0.046631	-0.63965
250729_at	-0.05501	-0.19861	0.804932	-0.17855	0.038818	0.831299
250732_at	-1.88835	-1.72131	-1.89966	-2.11605	-2.13794	-2.07129
250733_at	4.639648	3.87561	3.458496	4.38916	3.650391	3.446533
250734_at	-1.18652	-1.19812	0.080078	-1.01058	-1.56421	0.008301
250735_at	-0.44889	0.162231	-1.25366	-0.39958	0.049561	-1.21191
250736_s_at	0.244466	0.168823	0.545166	0.228678	0.394287	0.544678
250737_at	0.373698	0.979614	0.052002	0.21403	0.924316	0.07373
250738_at	0.789714	0.703491	0.53418	0.937988	1.053711	0.712646
250739_at	1.887044	1.473267	1.188965	1.763509	1.201172	1.322021
250740_at	-2.47917	-1.82751	-2.36377	-2.38753	-1.84766	-2.56714
250742_at	-0.71452	-0.6134	-1.08496	-0.75342	-0.92603	-0.9812
250743_at	-0.21126	-0.09045	0.048584	-0.22868	-0.19409	-0.15942
250745_at	-2.25	-2.17004	-2.31006	-2.31494	-1.92896	-2.57446
250748_at	-0.8125	-0.52527	-1.44678	-0.854	-0.55859	-1.44043
250749_at	1.888346	1.430298	2.475586	1.695801	1.447754	2.531006
250750_at	-0.94824	-0.84998	-1.80298	-1.10303	-0.98486	-2.06421
250752_at	2.687826	2.408813	1.494141	2.529785	2.241211	1.553467
250753_at	-0.09115	-0.18274	-0.1582	-0.47965	-0.34961	-0.12695
250754_at	0.187826	0.036499	-0.22559	-0.06592	-0.04346	-0.17041
250755_at	-0.42969	0.434692	-0.70483	-0.23617	0.39917	-0.7876
250757_at	0.457031	0.116821	0.589111	0.364746	-0.05005	0.592285
250758_at	-1.59277	-2.46814	-0.47925	-1.70882	-2.39282	-0.42627
250761_at	-0.23079	-0.8783	0.452148	-0.43083	-1.05396	0.423096
250762_at	-0.83366	-1.03528	0.100342	-0.85661	-0.8772	0.191406
250763_at	1.840169	1.777954	1.610352	1.721842	1.595215	1.600342
250764_at	-0.22396	1.394165	-3.07581	0.261556	1.164551	-3.57874
250765_at	0.233073	0.477173	-0.19556	0.22054	0.401367	-0.26611
250766_at	-2.07194	-1.98914	-1.72217	-2.05452	-2.37744	-1.6167
250767_at	-1.49577	-1.57971	-1.10522	-1.04476	-1.74707	-0.87915
250768_at	-0.64193	-1.06555	0.428955	-0.89697	-1.25171	0.414307
250769_at	-1.51497	-1.73157	-0.7002	-1.74398	-1.7395	-0.59009
250774_at	-0.44661	-0.52844	0.092529	-0.55745	-0.68042	0.161865
250775_at	-2.03027	-1.94055	-2.87524	-1.10563	-1.18042	-2.78857
250777_at	-1.41732	-1.60339	-1.23706	-0.96891	-0.68677	-1.13916
250779_at	-0.84993	-1.14099	0.291504	-0.9611	-0.90942	0.429443
250781_at	-2.94124	-2.88171	-4.11768	-2.7902	-2.13843	-3.84277
250784_at	-1.80599	-1.32214	-1.72217	-1.88265	-1.52832	-1.74829
250786_at	-1.35091	-1.69836	-0.61694	-1.60205	-1.61963	-0.65332
250787_at	-1.49837	-1.83557	-0.82715	-1.56917	-1.5918	-0.69873
250788_at	-1.02279	-0.89221	-1.16089	-0.92041	-0.79395	-1.1394
250791_at	0.439453	0.315308	0.706055	0.440918	0.178467	0.741699
250792_at	0.022786	-0.0238	0.687744	-0.05518	-0.13452	0.652588
250794_at	1.347982	-0.64197	2.545898	0.979004	-0.9707	2.531006
250797_at	-0.90853	-1.203	-1.18896	-1.21338	-1.32178	-1.25342
250800_at	2.334961	2.151489	2.814941	2.446452	2.195801	2.850342
250809_at	-2.06999	-1.58069	-2.71802	-1.9318	-1.51709	-2.77075
250810_at	-1.72689	-1.69568	-3.11829	-1.60075	-1.54712	-3.04822
250811_at	-1.09408	0.215454	-1.86621	-1.07406	0.326172	-1.89673
250812_at	1.487956	0.878296	1.047363	1.104004	0.495605	1.111084
250813_at	1.213216	0.686646	1.973145	1.032389	0.701416	2.04126
250814_at	1.135742	1.026489	2.044434	1.08903	0.997803	2.027588
250815_s_at	-0.07389	-0.45374	0.958008	-0.45296	-0.729	0.798584
250816_at	2.503581	2.108521	2.500488	2.297363	2.07666	2.554443
250817_at	-0.3763	-0.25867	0.257568	-0.40413	-0.23364	0.286133
250818_at	0.442383	0.838501	-0.80762	1.1014	1.208008	-0.73022
250819_at	0.540039	0.678101	0.736572	0.659017	0.865723	0.894531
250820_at	-1.47233	-2.00745	-1.8064	-1.396	-2.14185	-1.85205
250821_at	-1.85124	-1.84924	-3.1145	-1.82699	-1.73315	-2.9292
250822_at	-2.06803	-1.41272	-2.14893	-1.96273	-1.43506	-2.07886
250824_at	2.822591	3.319458	1.256348	2.662598	3.05127	1.233154
250825_at	-0.05664	-0.52966	0.980469	-0.28597	-0.51855	1.023682
250827_at	3.579753	3.742798	3.260254	3.4139	3.572754	3.195068
250828_at	1.369466	1.13562	-1.43164	1.52002	-0.09253	-1.05225
250829_at	0.612956	1.024048	-0.77979	1.221191	1.527344	-0.67383
250830_at	-0.48242	-0.18591	-0.28418	-0.28434	-0.06665	-0.39307
250831_at	0.276042	0.855103	-0.18335	0.492025	1.14209	-0.14185
250833_at	-0.93359	-0.58435	-1.25464	-0.83577	-0.43115	-0.96509
250834_at	-2.28776	-1.65222	-2.47681	-1.39274	-1.99048	-2.73999
250836_at	-0.90658	-0.74939	-1.34741	-0.5874	-0.41724	-1.21899
250837_at	-0.89616	-1.95984	-0.09644	-1.42041	-1.98462	0.115234
250842_at	0.636393	1.021362	0.244629	0.805176	1.115723	0.19873
250843_at	2.811523	2.223267	2.824707	2.549316	1.997559	2.994385
250844_at	-1.18262	-1.03723	0.37085	-0.96468	-1.01709	0.040527
250845_at	1.56543	0.950317	2.524414	0.995605	0.821777	2.618896
250846_at	2.538737	2.863403	2.240723	2.52002	3.090332	2.460693
250848_at	-0.27376	-0.30603	-0.21729	-0.48226	-0.49683	-0.21753
250849_at	1.023763	1.201294	1.052246	1.236165	1.396973	1.099854
250850_at	-0.20117	-0.21765	-0.6145	-0.07601	-0.20215	-0.56006
250851_at	0.420573	0.282349	0.584717	0.399577	0.060059	0.450928
250852_at	-1.4401	-1.27258	-1.57153	-1.04215	-1.07593	-1.396
250854_at	1.039388	0.569214	0.742188	0.752767	0.431396	0.768555
250856_at	1.727539	1.717896	0.909668	1.688639	1.377441	0.95874
250857_at	-1.02734	-1.19885	-0.50171	-1.14437	-1.17993	-0.54175
250858_at	-1.28678	-0.66492	-2.10669	-1.21273	-0.66016	-1.89722
250861_at	1.519857	1.476685	1.442383	1.411947	1.428711	1.41626
250862_s_at	4.425456	3.677856	4.994629	4.22054	3.734863	5.001221
250863_at	1.475586	2.167114	0.740234	1.772624	2.313965	0.685791
250865_at	1.687826	1.550903	0.918701	1.552572	1.52002	0.960205
250866_at	0.652995	1.051392	0.125732	0.659993	0.973633	0.159424
250867_at	3.252279	3.604126	1.362305	3.227702	3.330566	1.375244
250875_at	-1.53841	-1.24084	-2.60059	-1.08154	-0.7981	-2.5293
250877_at	-0.54525	-0.13879	-1.01465	-0.41683	-0.20532	-0.96924
250878_at	-3.24788	-2.92383	-2.79175	-2.51644	-3.23267	-2.64795
250879_at	-1.11198	-0.97009	-0.73975	-1.2557	-1.39673	-0.7395
250880_at	-2.23503	-1.96326	-1.56421	-2.04704	-1.95166	-1.69189
250883_at	-0.80762	-0.88	-0.43652	-0.9126	-0.90332	-0.24951
250884_at	3.245768	2.440552	2.927246	2.982259	2.143066	3.052979
250885_at	1.095378	0.751831	0.090088	0.83903	0.480713	0.169922
250886_at	1.855143	1.903931	0.737305	1.817546	1.76709	0.759277
250887_at	-2.66309	-2.45105	-3.32898	-2.54574	-2.77979	-2.95386
250888_at	-1.88379	-1.59241	-2.0564	-1.75244	-1.74683	-1.93896
250890_at	-1.611	-1.95032	-1.29687	-1.90544	-1.78906	-1.3147
250891_at	0.105794	-3.0564	1.203125	-0.59229	-3.19556	1.079346
250892_at	1.336263	0.971313	1.323242	1.275228	0.452637	1.136475
250895_at	3.855794	3.068481	4.769043	3.769368	3.154785	4.767822
250896_at	-1.43685	-1.20618	-1.64258	-1.30322	-1.19312	-1.59448
250897_at	2.142253	2.394653	1.031494	2.272624	2.313965	0.956299
250898_at	3.202799	2.843384	3.819336	2.971191	2.90332	3.786865
250899_at	-0.5	-0.56433	-0.49927	-0.55257	-0.45068	-0.36255
250900_at	-0.36491	0.018677	-1.07495	-0.54932	-0.22485	-1.09912
250901_at	-1.74349	-1.35583	-1.27588	-1.68408	-1.46094	-1.48682
250906_at	1.727539	1.548462	0.963379	1.637207	1.368164	0.933838
250907_at	-2.56706	-2.45349	-0.83643	-2.77132	-3.04163	-0.75708
250911_at	-0.28678	-0.05701	-0.74048	-0.20622	-0.10278	-0.67603
250912_at	0.282878	-0.4054	1.73877	-0.07048	-0.2334	1.846436
250916_at	0.432943	0.651245	1.095703	0.562988	1.191406	1.142822
250917_at	-0.81315	-0.82166	-1.14868	-1.03532	-1.11475	-1.14551
250918_at	0.489909	-0.1344	0.8125	0.45459	-0.35669	0.928467
250919_at	1.016602	1.102661	0.956055	1.064941	1.157227	0.984619
250921_at	1.090169	1.782837	0.624023	1.43929	2.064453	0.556885
250922_at	2.11556	2.154907	2.494141	2.053874	2.145508	2.395752
250923_at	1.80306	2.655396	1.283203	2.180827	2.866699	1.211182
250924_at	-0.93066	-0.97693	-0.27686	-0.90479	-0.80249	-0.41431
250925_at	-0.66829	-0.46155	-1.21924	-0.81201	-0.59473	-1.10449
250926_at	0.457031	0.491577	-0.55249	0.275879	0.403809	-0.56494
250928_at	-0.17025	0.246948	-0.22461	-0.03467	0.276611	-0.20947
250929_at	2.450195	2.565063	1.907227	2.590332	2.768555	1.927002
250930_at	-0.60612	-0.79871	-0.08105	-0.3986	-0.44702	-0.05835
250931_at	-2.18913	-1.29944	-1.46387	-1.43636	-1.28125	-1.36206
250932_s_at	-0.44499	-0.23572	0.034424	-0.32308	-0.31421	-0.00488
250933_at	-0.08757	-1.12683	-0.93945	-0.45947	-1.81445	-0.98438
250934_at	1.359049	1.553345	1.937988	1.244629	1.567871	1.831787
250935_at	1.967773	2.701294	0.854492	1.979655	2.621582	0.720459
250936_at	0.590495	1.215942	-2.30786	0.599772	1.152588	-2.21997
250937_at	-2.59017	-1.04724	-1.91626	-2.70589	-1.25952	-1.87964
250939_at	1.288086	1.076782	0.934082	1.041504	1.09082	0.819824
250941_at	-0.47038	-0.45178	-0.39355	-0.33089	-0.17896	-0.4209
250942_at	2.733398	1.421265	1.118408	3.205566	2.587891	1.49585
250944_at	0.358398	0.662964	-0.41943	0.67627	0.825439	-0.5188
250946_at	0.937174	0.561157	0.830322	0.538574	0.290527	0.955322
250948_at	-2.05241	-1.3678	-2.97852	-1.79704	-0.94946	-3.32788
250950_at	-0.14323	0.177856	-0.14648	-0.02002	-0.00073	-0.10693
250953_at	-0.79557	-1.01746	-0.70581	-0.88395	-1.05933	-0.6167
250954_at	2.037435	2.024536	1.650391	2.1014	2.155273	1.699951
250955_at	-1.38997	-0.95862	-1.14771	-1.59229	-1.23584	-1.26245
250958_at	-1.00228	-1.80042	-2.71362	-1.48551	-2.89063	-2.65527
250960_at	2.148763	2.077271	0.535156	1.904134	2.07373	0.676758
250966_at	-1.99707	-1.58142	-1.68042	-1.74528	-1.55884	-1.74683
250967_at	3.224284	3.651489	1.413574	3.21403	3.580566	1.50415
250968_at	0.542318	-0.85974	0.352295	0.264811	-1.16089	0.347656
250969_at	0.36849	-0.02917	1.166504	0.163249	-0.05981	1.187256
250970_at	-0.07096	-0.42371	0.616943	-0.18864	-0.33984	0.489502
250972_at	2.064128	2.70813	0.948486	2.26416	2.55127	0.862305
250973_at	4.575195	3.75647	5.018555	4.350098	3.774902	5.011963
250974_at	-1.5625	-2.32532	-0.29468	-2.21794	-2.12695	-0.23413
250975_at	-0.95052	-0.45325	-1.30615	-0.81982	-0.38062	-1.45264
250977_at	-1.10547	-1.08875	-1.16699	-1.26188	-1.4126	-1.0437
250978_at	0.119466	0.365845	-0.11646	0.17627	0.341309	-0.1665
250981_at	-0.82943	-1.43372	-0.88086	-0.78955	-1.5166	-0.91382
250984_at	-1.50488	-0.88269	-1.81982	-1.31266	-0.6521	-1.88477
250985_at	2.049805	1.988403	0.44751	2.05778	1.788086	0.598145
250986_at	-0.92383	-1.13928	-0.64893	-1.08545	-1.15405	-0.59814
250987_at	-1.34798	-1.86902	-1.03564	-1.38167	-1.98608	-0.66528
250988_at	-1.02604	-0.52185	-1.50195	-0.61865	-0.52051	-1.4895
250990_at	0.806966	1.143188	-0.21631	1.30127	1.637207	-0.11816
250991_at	5.192383	5.742798	4.417969	5.335124	5.70752	4.421631
250992_at	-2.04818	-2.34827	-2.55151	-1.646	-2.12476	-2.60645
250993_at	-0.34635	-0.63318	0.76123	-0.37516	-0.479	0.716064
250995_at	5.35319	5.116333	5.335937	5.269368	5.192383	5.283447
250996_at	0.502279	0.008423	1.449219	0.35791	0.017822	1.363525
250998_at	-0.51172	0.00061	-1.09814	-0.05648	0.204102	-1.12134
250999_at	-1.52246	-0.85974	-2.09375	-1.39339	-0.72485	-2.0437
251005_at	-0.96745	-2.18811	0.220459	-1.37646	-1.93652	0.412109
251007_at	2.532227	2.033813	3.357422	2.359212	2.166504	3.362549
251008_at	1.560872	1.35022	1.231934	1.417806	1.213379	1.246826
251011_at	-1.77539	-1.53064	-1.39404	-1.54053	-1.53882	-1.90137
251013_at	-1.19271	-1.77795	-0.68311	-1.45394	-2.00293	-0.92334
251015_at	2.211914	1.640259	1.307617	2.346842	1.538086	1.277588
251017_at	-0.41471	-0.922	-2.7937	-0.04183	-0.97363	-2.65015
251018_at	3.470378	2.528931	4.334961	3.236816	2.665527	4.478271
251020_at	0.478516	0.084106	2.339355	0.333822	0.205566	2.032471
251022_at	-0.39974	0.058472	-0.02173	-0.271	0.081055	0.009033
251028_at	-0.99219	0.778931	-3.3103	-0.78825	0.705811	-3.5365
251029_at	-0.34766	-0.85217	1.561035	-0.60856	-0.60864	1.546143
251030_at	-1.33561	-1.0907	-1.2583	-1.32992	-1.08667	-1.302
251031_at	3.799805	3.689087	3.12793	3.724447	3.380371	3.032959
251032_at	-0.80078	-0.73083	-0.9248	-0.78271	-0.73413	-1.10767
251033_at	-0.53288	-0.39417	-0.96191	-0.53727	-0.48877	-1.06201
251034_at	-0.68555	-0.59705	-0.8418	-0.48812	-0.39355	-0.75684
251036_at	3.855143	3.893677	2.389648	3.750488	3.511719	2.343506
251037_at	-2.02246	-1.09973	-1.2998	-1.50146	-0.71313	-1.4812
251038_at	3.663737	3.905396	3.870117	3.572103	4.029785	3.766357
251040_at	1.015951	0.619507	0.530762	0.799642	0.42627	0.54126
251042_at	-0.23535	-0.17712	-0.30298	-0.04346	-0.1687	-0.23804
251048_at	-0.49219	-0.50061	-0.52881	-0.36214	-0.59692	-0.60107
251052_at	-1.22656	-1.28625	-0.94312	-1.43669	-1.1875	-0.84033
251054_at	-2.01595	-1.56433	-3.60291	-1.33317	-0.66016	-3.43457
251055_at	1.400065	1.08606	1.202148	1.538249	1.181641	1.127686
251057_at	-0.91764	-0.60364	-0.86963	-0.89795	-0.57104	-0.92749
251058_at	-1.58496	-1.81409	-1.40576	-1.40576	-1.66821	-1.58789
251059_at	-0.23828	-0.95203	-0.49243	0.262207	-0.7312	-0.2981
251060_at	-2.67773	-2.17322	-2.45581	-2.00863	-1.29028	-2.02832
251063_at	-1.35254	-0.97815	-1.50903	-0.98291	-0.70459	-1.52856
251068_at	1.932617	2.166626	-0.18018	1.607259	1.83252	-0.08789
251069_at	-1.24512	-2.11096	-2.78149	-1.62419	-3.14063	-2.93872
251073_at	2.564779	3.383911	0.735107	2.801921	3.452637	0.644531
251074_at	0.633138	1.407349	0.141113	0.842285	1.439941	0.078613
251075_at	-0.28092	-1.35974	0.423096	-0.24626	-2.01392	0.403809
251076_at	-1.40072	-0.76111	-1.93555	-1.3527	-0.63696	-2.32788
251077_at	-0.40169	-0.2406	-0.71729	-0.35986	-0.20532	-0.86597
251078_at	-2.04199	-1.58533	-2.4895	-1.77653	-1.72266	-2.56836
251080_at	-1.27702	-1.66443	-0.89453	-1.52295	-2.1543	-0.65308
251082_at	5.494466	5.477173	4.478027	5.365723	5.304687	4.593018
251083_at	0.645833	-0.11169	0.306152	0.600098	-0.70117	0.474121
251086_at	-1.26042	-1.36267	-1.4585	-1.2596	-1.28467	-1.41602
251087_at	-0.2373	-0.48987	-0.39893	-0.37191	-0.64502	-0.37134
251089_at	-1.21224	-1.41174	-0.55347	-1.2124	-1.26392	-0.74658
251090_at	-1.07161	-1.04114	0.371582	-1.14469	-0.95557	0.325439
251091_at	3.237305	3.196899	2.549316	3.217936	3.193359	2.493896
251092_at	-1.43197	-1.5675	-0.9209	-1.46598	-1.47852	-0.80933
251094_at	1.729492	1.857544	1.65625	1.796061	1.941406	1.730713
251095_at	-0.84961	-0.922	-0.8877	-0.9165	-1.23535	-0.81934
251098_at	2.486003	2.243774	2.556641	2.50179	2.22998	2.648682
251100_at	-1.20638	-0.87292	-1.63745	-1.28011	-1.1875	-1.63647
251104_at	-2.19466	-1.4762	-1.72729	-1.70557	-0.97852	-1.53613
251105_at	-2.47852	-2.26819	-2.16431	-2.31494	-2.24341	-2.08545
251106_at	-0.92904	-0.87341	-0.33423	-0.86637	-1.02319	-0.09058
251107_at	-2.43848	-1.97083	-3.87146	-2.53499	-1.80762	-3.6366
251108_at	-2.09212	-1.92224	-1.46143	-1.76839	-1.94629	-1.49268
251109_at	0.86263	2.071411	1.944336	0.755697	3.015137	1.936768
251110_at	-1.05534	-0.98547	-1.28418	-0.98779	-1.27881	-1.51953
251111_at	-2.72266	-2.48035	-2.57764	-2.28011	-2.31665	-2.57544
251113_at	-1.25749	-2.58582	-0.83496	-1.68604	-3.31934	-0.76294
251115_at	-0.57943	-0.63831	-0.40503	-0.48454	-0.55005	-0.38232
251117_at	-0.24056	-0.35681	0.213379	-0.12093	-0.07544	0.269531
251118_at	4.658529	4.234985	3.73877	4.311035	4.027344	3.842529
251119_at	0.849935	-0.63464	0.3479	0.396322	-0.76147	0.417725
251120_at	4.148112	3.402466	3.559082	3.999837	3.12793	3.675049
251121_at	0.725911	1.025757	0.167725	0.69873	1.220703	0.12793
251122_at	1.573893	1.707153	1.41748	1.606608	1.40625	1.345947
251123_at	-1.2002	-1.45398	-1.18921	-1.29964	-1.17944	-1.20752
251133_at	1.370117	1.084106	0.705078	1.236816	0.840088	0.533936
251134_at	-0.62858	-0.87927	-1.01953	-0.59391	-0.7063	-0.87695
251136_at	-0.61686	-0.69421	-0.56616	-0.67562	-0.85742	-0.58398
251138_at	-1.44141	-1.53406	-1.27563	-1.68701	-1.7644	-1.18628
251139_at	-0.45443	-0.61462	0.141846	-0.50537	-0.59253	0.118652
251140_at	1.296549	0.906372	1.143555	0.999186	0.62085	1.048584
251141_at	-1.35905	-1.82581	-0.49243	-1.5708	-2.49316	-0.44678
251142_at	1.872721	0.969849	0.89917	1.697103	0.488281	0.727295
251143_at	1.179362	0.887817	-0.448	1.044108	0.474609	-0.2207
251144_at	-1.5498	-2.00403	-3.56555	-1.37809	-1.64746	-3.59363
251145_at	0.021159	0.206665	-0.32373	0.041829	0.025391	-0.3501
251146_at	2.527018	3.007446	0.986328	2.513509	2.815918	0.960205
251148_at	-1.10775	-0.7301	-1.37964	-0.85954	-0.78735	-1.36279
251149_at	0.869141	0.608276	1.536133	0.676595	0.857422	1.502686
251150_at	0.423828	0.478149	0.328125	0.320475	0.297852	0.269531
251151_at	1.461263	0.984009	1.225586	1.023926	0.77832	1.30835
251152_at	-0.49186	-1.55945	0.805664	-0.68245	-1.18188	0.836914
251153_at	0.813151	0.834839	0.448242	0.583171	0.670654	0.41333
251155_at	5.138346	5.008911	3.620605	5.086426	4.931152	3.535889
251157_at	4.497721	4.258911	2.61377	4.322754	3.952148	2.616943
251158_at	0.263997	0.387085	-0.13208	0.422038	0.435303	-0.12866
251161_at	-2.41374	-2.25574	-1.70996	-2.13265	-2.42969	-1.80981
251163_at	-0.00065	0.410278	-0.21191	0.196126	0.628418	-0.19971
251165_at	-1.06966	-0.90979	-2.44531	-0.65283	-1.14771	-2.11084
251169_at	-1.36165	-0.40979	-1.59961	-1.39827	-0.6748	-2.1106
