Probe_Set_ID	Lsmean_ A _expanding	Lsmean_ A_fullexpand	Lsmean_A_primordia	Lsmean_ E_expanding	Lsmean_ E_fullexpand	Lsmean_E_primordia
261258_at	0.666016	0.723022	0.89624	0.811361	0.738281	0.730713
261259_at	-2.35742	-2.20569	-0.81689	-2.37093	-2.07959	-0.66895
261266_at	1.476563	1.495728	2.10791	1.109863	0.824219	1.937256
261267_at	1.021159	0.477661	1.321777	0.843913	0.486816	1.420654
261268_at	-0.33333	-0.67004	1.150391	-0.56722	-0.59302	1.202393
261269_at	-0.81576	-0.45105	-0.76807	-0.50602	-0.29126	-0.90771
261270_at	4.973633	4.61731	5.166016	4.908691	4.62793	5.13208
261272_at	1.00944	1.379517	1.296387	1.107259	1.222168	1.218506
261273_at	0.369141	0.671997	0.619141	0.529134	0.502197	0.415527
261276_at	1.512695	2.395142	0.723877	1.730306	2.369141	0.556152
261277_at	-2.14909	-2.80115	-1.32153	-2.24854	-2.92285	-1.17529
261279_at	4.116862	4.588501	3.462891	4.096191	4.336426	3.331787
261280_at	-1.83854	-2.40222	-2.17578	-2.10075	-2.33496	-2.46948
261285_at	3.232747	3.926392	3.737305	3.354004	4.075195	3.599854
261286_at	0.367513	-0.20056	0.935059	0.090658	-0.55811	1.013916
261290_at	-1.17578	-1.08606	-1.16357	-1.17074	-1.14209	-1.01709
261293_at	2.127279	2.626587	1.764648	2.04541	2.357422	1.638916
261294_at	-1.31706	-0.78381	-2.08496	-1.01481	-0.86401	-1.80835
261295_at	2.766602	2.912231	2.42041	2.689941	2.784668	2.298096
261296_at	-0.21973	-1.1698	1.041504	-0.67334	-1.06592	1.251709
261299_at	-0.85352	-0.22449	-1.34277	-0.66292	-0.13281	-1.37305
261301_at	1.221029	0.079468	1.783203	0.587402	0.039307	2.010986
261303_at	-0.17415	-0.34924	0.491943	0.100749	-0.42896	0.480957
261304_at	2.974284	3.48938	2.683594	3.149577	3.480957	2.551025
261306_at	-0.53971	-1.13171	0.656738	-0.59391	-1.39722	0.681885
261307_at	1.937174	1.006958	1.447754	1.614421	0.682861	1.574463
261308_at	0.344076	-0.09875	0.596924	0.447103	-0.49854	0.391602
261309_at	2.700846	3.657837	1.071289	2.704264	3.496094	1.288818
261310_at	-2.39486	-2.87842	-2.19556	-2.89925	-2.88818	-2.17383
261312_at	-0.50879	-0.18274	-0.90332	-0.49202	-0.05371	-0.82837
261314_at	1.129232	0.720337	1.930664	1.016439	0.858154	1.931885
261315_at	-0.34342	0.150269	-0.53564	-0.20231	0.187744	-0.39136
261316_at	-0.77311	-0.40442	-0.72656	-0.46989	-0.3042	-0.69849
261317_at	-0.5651	0.097046	-0.79565	-0.28923	0.238037	-0.81079
261318_at	-1.11784	-0.47693	-0.59595	-0.92269	-0.44849	-0.84448
261319_at	-0.20931	0.534546	-1.31348	-0.08968	0.571045	-1.32959
261320_at	1.075846	0.688599	1.027832	0.819824	0.625732	1.159424
261322_at	-0.39128	-0.08752	-0.19482	-0.30225	0.023438	-0.28198
261323_at	-0.10742	-1.14465	1.594238	-0.69157	-1.43481	1.671143
261324_at	0.760091	1.167603	0.557373	0.829264	1.155273	0.429443
261325_at	-1.86784	-2.09119	-0.73511	-1.80908	-2.26978	-0.78662
261326_s_at	0.176758	0.500366	-0.47095	0.293457	0.383545	-0.56934
261328_at	-0.30078	-0.953	0.878906	-0.61312	-0.8335	1.018311
261330_at	-1.33008	-2.48694	0.904785	-1.53141	-2.04907	0.865723
261333_at	-0.68815	-0.88	-0.31885	-0.57633	-0.91699	-0.22974
261334_at	-1.63411	-1.74084	-1.21118	-1.5529	-1.58008	-1.29932
261336_at	0.871419	0.918091	0.513184	0.938639	0.798828	0.671143
261337_at	-0.32487	-0.20007	1.014648	-0.07503	-0.07373	0.851318
261338_at	3.027669	2.910767	1.859863	2.798665	2.460449	1.887451
261339_at	1.565104	1.838989	-2.89087	2.516764	2.626953	-2.32129
261346_at	0.851888	0.665405	0.534668	0.684408	0.342041	0.594971
261347_at	-0.05176	-0.19568	0.336914	0.101074	-0.12109	0.353516
261348_at	-0.21061	-0.03894	-0.18726	-0.10693	-0.10181	-0.1687
261351_at	1.132487	1.258911	0.111084	1.031087	1.120605	0.209717
261352_at	-0.73991	-0.78967	0.230469	-0.77588	-0.77588	0.323242
261353_at	0.939779	1.155884	-0.34473	1.005697	1.053711	-0.32373
261354_at	1.599935	1.237915	1.386719	1.536296	1.328613	1.489502
261355_at	2.08431	1.882446	1.908203	1.824707	1.634277	1.943604
261356_at	0.172201	0.516724	0.226807	0.228678	0.663086	0.008057
261362_s_at	4.502279	3.709106	5.099609	4.395671	3.803711	5.095459
261363_at	1.742513	1.994751	2.009277	1.928874	1.766602	1.869873
261368_at	-1.03385	-1.4386	0.994629	-1.32438	-1.7627	0.937012
261370_at	0.201172	0.212769	0.471436	0.184408	0.149658	0.525146
261373_at	0.679036	0.464966	1.263184	0.533691	0.414062	1.184814
261375_at	-2.22917	0.212769	-2.82251	-1.98356	-0.17676	-2.73145
261376_at	0.704102	0.679077	0.438477	0.793783	0.725098	0.356201
261377_at	-0.65397	-1.34387	0.933594	-0.93571	-1.16699	0.906494
261378_at	-0.09505	0.447388	-0.05029	0.44222	0.903076	-0.15674
261379_at	2.045247	2.418091	1.183105	2.133952	2.378418	1.148193
261381_at	-1.95475	-2.04919	-1.3938	-1.79801	-2.30176	-1.42847
261382_at	-2.3916	-2.93835	-1.51807	-2.19482	-3.46606	-1.52295
261383_at	-0.40202	-0.37	-0.11255	-0.24333	-0.43823	-0.12646
261386_at	0.063802	0.080444	0.135254	0.116699	0.062744	0.260986
261387_at	-1.16178	-1.13733	-0.45898	-1.21859	-1.14966	-0.33813
261388_at	1.480143	1.321899	0.85498	1.317546	0.981201	0.803223
261395_at	-1.30078	-1.1322	-1.29272	-1.56917	-1.37891	-1.47412
261397_at	-0.70345	-1.20886	0.05542	-0.93962	-1.21631	-0.04053
261398_at	-0.63444	-0.2218	-0.78467	-0.6512	-0.28394	-0.74585
261401_at	-2.03288	-1.96252	-2.1189	-1.80257	-1.74146	-2.21606
261402_at	-1.42936	-1.59045	-1.97412	-1.33838	-1.50732	-2.05762
261403_at	0.070964	0.571899	-0.44556	0.337402	0.625244	-0.69849
261404_at	-2.42513	-2.85779	-2.58203	-3.05013	-2.94043	-2.83862
261405_at	-0.52246	-0.43787	-0.87842	-0.26025	-0.03711	-0.95654
261406_at	0.176107	-0.37512	1.581055	-0.03955	-0.34814	1.639893
261407_at	-0.20801	-0.58337	-1.64575	-0.22314	-0.44507	-1.84082
261408_s_at	2.105143	2.085571	3.334961	2.040202	2.005371	3.293701
261409_at	0.720378	0.775269	-2.10864	0.765137	0.688232	-1.73267
261410_at	0.486328	3.010376	-1.68359	0.936035	3.347168	-0.05566
261411_at	1.157878	0.533081	2.919434	0.847168	0.467041	2.992432
261412_at	4.004232	4.019165	4.264648	3.983561	4.343262	4.223877
261413_at	-1.6416	-1.60339	-1.71484	-1.34424	-1.14771	-1.87354
261415_at	-0.30208	0.446899	-0.68433	-0.02067	0.608887	-0.93262
261416_at	4.599284	3.966919	4.858398	4.436686	4.005859	4.828857
261417_at	2.210612	2.424927	0.630859	2.292155	2.597168	0.589111
261418_at	0.305664	0.141479	1.538574	0.129395	0.218262	1.610596
261419_at	-0.27832	-0.71521	0.091797	-0.88298	-0.68701	0.220459
261420_at	0.44043	0.701538	0.46167	0.428223	0.849365	0.253174
261421_at	-0.49316	-1.04822	0.411133	-0.59066	-1.34717	0.387207
261422_at	3.702148	3.749146	2.378418	3.725749	3.641602	2.239014
261424_at	0.764974	0.597778	1.027832	0.709798	0.691406	0.946533
261425_at	-1.95215	-1.20081	-2.46802	-1.79932	-1.07056	-2.48853
261426_at	-1.19727	-0.61633	-1.51367	-1.05843	-0.82007	-1.47974
261427_at	-1.27311	-1.29602	-1.39502	-1.21077	-1.15845	-1.51123
261433_s_at	0.217773	0.232056	0.792725	0.241374	0.313965	0.818604
261434_at	0.460286	0.079468	-0.41162	0.477702	0.422119	-0.38086
261435_at	-2.70801	-2.93372	-1.74854	-3.28125	-3.23047	-1.44971
261436_at	-2.22786	-1.44177	-1.29517	-2.02458	-1.05396	-1.37451
261438_at	4.519857	5.699829	1.47998	4.861816	5.791504	2.032959
261439_at	0.883789	0.067017	1.578613	0.505697	0.152344	1.710693
261440_at	1.044596	0.957153	0.949219	0.944173	1.030273	0.965088
261444_at	0.277018	0.388306	0.414063	0.268717	0.419434	0.375244
261445_at	0.561198	0.693237	-0.74878	0.633626	0.90332	-0.81836
261447_at	-0.56445	-0.29553	-0.74854	-0.7583	-0.56274	-0.66602
261451_at	-1.06673	-1.13342	-0.8252	-1.10075	-1.8103	-0.82471
261453_at	0.662435	0.377319	-0.41431	0.648926	0.935791	-0.26538
261454_at	-2.20931	-2.92419	-0.45605	-2.50146	-3.05652	-0.375
261455_at	-0.89258	-1.14563	-0.1228	-1.08936	-1.43091	-0.17139
261456_at	-0.87272	-1.10486	-0.04102	-0.74756	-0.50562	0.036133
261457_at	2.96582	3.377563	2.014648	2.812337	3.185059	1.985107
261458_at	0.488281	0.690552	0.163818	0.539876	0.95752	0.123291
261465_at	-0.55827	-0.7157	-0.40869	-0.75993	-0.82056	-0.36865
261469_at	0.556315	0.420532	0.533936	0.528158	0.415771	0.511719
261471_at	-0.71126	-1.07556	-0.47461	-0.44906	-1.59302	-0.35278
261476_at	-2.76888	-3.30957	-2.40137	-2.32796	-2.89868	-2.51807
261477_at	-0.11393	-0.41052	-0.23486	-0.40934	-0.50269	-0.30249
261479_at	-0.58691	-0.59534	-0.39502	-0.56234	-0.6582	-0.37036
261480_at	0.101237	0.442017	-1.13403	0.248861	0.298584	-1.25879
261481_at	-3.02799	-2.77417	-2.36426	-2.40218	-2.13232	-2.18579
261482_at	-1.40788	-1.45349	-1.56763	-1.59326	-1.66602	-1.4729
261483_at	2.093424	1.739868	1.631348	1.880046	1.63916	1.656982
261484_at	2.954102	3.370239	2.910645	3.116374	3.311523	2.857178
261485_at	0.053711	0.350952	0.029785	0.436686	0.954834	0.054443
261486_at	1.136393	0.952026	1.945313	1.172363	0.956543	2.019775
261487_at	-1.00065	0.141724	-2.27539	-0.72184	0.369629	-2.04785
261488_at	3.34082	3.306763	1.883789	3.092285	2.912109	1.912354
261489_at	2.086914	2.150024	2.133301	2.109863	2.266602	2.227783
261490_at	4.86556	4.04895	5.065918	4.615072	4.111328	5.097412
261491_at	-1.60384	-1.53943	-2.61011	-1.77132	-1.3457	-2.31787
261492_at	0.186523	0.434692	-0.32349	0.175944	-0.07422	-0.26294
261493_at	1.027669	0.197632	2.435059	0.732259	0.306641	2.522705
261494_at	-0.99512	-1.32532	-1.01855	-0.96273	-1.20752	-0.85254
261495_at	-0.56608	-0.35388	-0.7439	-0.67269	-0.64087	-0.75708
261498_at	1.086263	1.03479	1.359863	1.046061	1.138672	1.317139
261500_at	1.427409	1.345337	0.923828	1.643717	1.631348	0.990967
261501_at	-2.29948	-2.57214	-0.84521	-2.42074	-2.67627	-1.0603
261506_at	-1.0026	-0.24841	-1.30347	-0.71273	0.080078	-1.54565
261507_at	1.921549	1.557251	1.384766	1.671712	1.260742	1.508057
261508_at	-0.07454	0.2052	0.472656	-0.15283	0.169434	0.493164
261512_at	-0.41862	-0.61731	0.072998	-0.63721	-0.97705	-0.02637
261513_at	1.298503	1.263306	1.345215	1.285645	1.364746	1.380127
261515_at	-1.41081	-1.18127	-1.18555	-1.26579	-1.16772	-1.09473
261516_at	-1.19596	-1.33972	-0.37183	-1.03792	-1.02148	-0.30322
261517_at	0.795573	0.620972	0.906982	0.958496	0.791992	0.91626
261518_at	2.338867	1.493774	2.822754	2.013509	1.220215	2.822021
261519_at	0.547852	0.82019	-0.55225	0.674642	0.568115	-0.53174
261520_at	0.523438	0.755493	0.239502	0.691895	0.860352	0.30835
261521_at	-1.65137	-2.67627	-0.28345	-1.74463	-2.8916	-0.30786
261522_at	0.166016	0.49646	-1.25513	-0.00505	0.138428	-1.05469
261523_at	1.499674	1.575806	1.63916	1.434082	1.53125	1.467041
261524_at	-0.77344	-0.91052	0.756592	-0.93408	-0.5144	0.742432
261525_at	-0.92025	-1.15857	-1.37061	-1.17464	-0.91284	-1.43799
261530_at	0.530599	1.162231	0.392334	0.895671	1.296387	0.357422
261531_at	-2.16699	-1.93982	-1.75	-1.54671	-1.74194	-1.80591
261534_at	0.811198	1.198364	0.732666	0.869629	1.230469	0.700928
261535_at	-1.38281	-0.79285	-1.72778	-1.12809	-0.77417	-1.62964
261536_at	2.42806	2.268188	1.142578	2.396322	1.918945	1.147217
261537_at	2.273112	2.67981	1.526855	2.20752	2.660645	1.568115
261538_at	-1.92383	-1.48743	-2.29077	-1.86995	-1.47559	-2.33862
261539_at	-2.28158	-2.73596	-1.91138	-2.53727	-2.74292	-1.93579
261540_at	1.716471	1.184692	1.458008	1.572103	0.945557	1.523682
261547_at	-0.59245	-0.68445	-0.80664	-0.56396	-0.82471	-0.82324
261548_at	-2.1237	-2.18469	-1.11719	-2.18278	-2.54785	-0.90942
261549_at	-0.72656	-1.30652	0.549316	-1.04053	-1.57446	0.452637
261552_at	-0.58138	-0.46033	-0.71753	-0.60303	-0.52539	-0.90894
261553_at	0.186523	-0.29553	0.220459	0.304199	-0.63745	0.301025
261558_at	-0.55957	-0.15149	-1.52466	-0.68962	-0.4563	-1.50122
261559_at	-1.60514	-1.9408	-2.46851	-2.14404	-1.98267	-2.33374
261560_at	-0.26628	-0.03357	-0.60742	-0.20003	-0.08423	-0.54004
261561_at	-0.22526	0.296509	-0.09912	-0.19808	0.443115	0.001709
261563_at	1.329753	1.359985	1.705566	1.265462	1.492188	1.660889
261564_at	-1.94694	-1.29382	-2.44336	-2.00016	-1.26318	-2.34961
261566_at	-0.37207	0.045288	0.195068	-0.43571	0.064209	-0.02979
261570_at	1.841471	2.202759	0.52832	1.889811	2.121094	0.397217
261572_at	2.734701	2.790649	2.526367	2.637858	2.680176	2.483154
261577_at	2.255534	1.831177	1.561035	2.15153	1.609863	1.627197
261578_at	4.704753	3.968384	5.309082	4.492676	4.084473	5.27124
261579_at	3.046549	3.166138	2.272949	3.054525	3.084961	2.22583
261581_at	1.50293	2.310669	-0.58325	1.917155	2.845215	-0.50757
261582_at	-0.36556	-0.52649	0.540771	-0.40348	-0.43677	0.544922
261583_at	3.569987	3.154907	3.703125	3.340983	2.899414	3.605225
261584_at	0.515299	0.769165	0.378662	0.865723	0.949463	0.286377
261588_at	-2.77393	-2.54578	-3.32739	-2.92253	-2.45972	-3.13428
261591_at	-1.42611	-1.52478	-1.05908	-1.66781	-1.60376	-0.98901
261594_at	1.77832	1.967896	0.387451	1.897624	1.730469	0.123047
261596_at	-1.23926	-1.1051	-2.39111	-1.07699	-1.45752	-2.66138
261597_at	-1.64648	-1.99768	-1.57178	-1.83057	-2.44458	-1.78564
261598_at	3.904622	3.838989	1.306152	4.05778	3.913574	1.363525
261601_at	1.913737	2.073364	1.064941	1.952962	2.046875	1.077393
261602_at	0.206706	-0.73596	0.260254	-0.09456	-0.95801	0.408447
261603_at	2.366211	1.917603	2.65918	2.310384	1.980957	2.68335
261604_at	-1.51693	-1.65125	-1.24072	-1.72575	-1.61597	-1.30591
261605_at	-0.43587	-0.89832	0.344971	-0.92074	-1.4458	0.294434
261607_at	0.492839	0.202515	1.333008	0.268392	0.253174	1.255127
261608_at	0.411458	-0.12732	0.487793	0.041178	-0.32983	0.691406
261609_at	0.08431	0.201538	-0.77393	-0.00244	0.035889	-0.88281
261610_at	-1.14486	-1.06555	-1.33496	-1.30518	-1.40894	-1.64233
261611_at	-2.03646	-2.27014	-2.12231	-2.18441	-2.7041	-2.10107
261612_at	-0.57194	-0.63586	-0.96313	-0.53467	-0.46094	-0.90698
261613_at	-1.35872	-1.06946	-1.06787	-1.08154	-0.89063	-0.98486
261614_at	2.234049	1.366333	3.061523	1.965983	1.315918	3.107666
261615_at	0.551107	1.140259	0.180664	0.703939	1.193359	0.061523
261616_at	-1.11296	-0.98767	-0.83496	-0.71338	-1.0293	-0.59033
261618_at	0.338542	0.369751	-0.19751	0.369954	0.379639	-0.27051
261620_s_at	3.935221	3.598267	4.425293	3.872884	3.611328	4.434814
261621_at	1.026693	1.095825	0.859863	0.942546	0.821289	0.833984
261622_at	1.789388	1.362915	1.044434	1.663249	0.861084	1.217529
261624_at	-2.18848	-1.81287	-2.70471	-1.91813	-1.49707	-2.45068
261625_at	-0.89551	-0.66248	-0.59985	-0.80192	-0.69678	-0.72998
261626_at	-1.1556	-0.60095	-1.06519	-1.2391	-0.59058	-0.90527
261627_at	1.216471	0.747437	1.310547	0.949382	0.814697	1.313232
261628_at	-1.95866	-1.99036	-1.1377	-1.77262	-1.86133	-0.96924
261629_at	-0.64193	-0.67004	-0.94189	-0.98258	-0.71167	-1.06494
261632_at	0.475911	0.62854	0.109619	0.505697	0.61084	0.185303
261633_at	-1.41146	-1.36902	-1.89722	-1.229	-1.47168	-1.78174
261634_at	3.398112	3.35022	2.393555	3.355957	3.292969	2.491943
261635_at	2.170247	2.449829	1.073242	2.18278	2.379395	0.970947
261637_at	-0.0459	-0.01062	0.155518	-0.18408	-0.08789	0.273926
261638_at	1.678711	1.478638	1.754883	1.583822	1.199707	1.765869
261639_at	2.411133	1.428345	3.506836	2.201009	1.147461	3.44165
261642_at	-1.1276	-1.64539	-0.05542	-1.17204	-1.71216	-0.04858
261644_s_at	-0.3597	-0.06897	-0.19458	-0.51449	-0.01343	-0.18652
261646_at	-0.58822	-0.60706	-0.39917	-0.71077	-0.66089	-0.41895
261649_at	-0.06999	0.227173	-0.24146	-0.13883	0.130859	-0.43384
261650_at	0.724935	0.745728	0.041748	1.152181	1.445313	-0.09839
261651_at	0.601888	0.440796	0.409424	0.553223	0.493408	0.604492
261652_at	-0.07552	-0.42004	-0.08789	-0.92757	-0.69751	-0.12036
261653_at	-0.33594	-1.85388	-0.20752	-0.57015	-2.56653	-0.38721
261654_at	-2.12565	-2.42249	-1.50391	-2.61898	-2.5813	-1.61401
261655_at	0.063151	-0.53455	1.230469	-0.02425	-0.44312	1.247314
261656_at	-1.3584	-1.31653	-0.85596	-1.36768	-1.20313	-0.73584
261659_at	0.032878	-0.0072	-0.14722	0.090007	-0.24463	0.020264
261660_at	-1.30404	-3.17358	1.575195	-1.81787	-3.60681	1.645752
261661_at	-0.14974	-0.75867	-0.33496	-0.28076	-0.88354	-0.32202
261664_s_at	-1.361	-2.09729	-0.08423	-1.63851	-1.73242	0.035645
261666_at	0.796549	0.534302	0.700195	0.54834	0.319336	0.763428
261667_at	-0.65918	-0.31262	-0.96265	-0.45947	-0.552	-1.00513
261668_at	1.439128	1.021606	1.359375	1.20166	0.707764	1.503174
261669_at	0.249023	0.440308	0.166992	0.328939	0.318604	0.445801
261671_at	-0.70736	-0.86438	-0.46509	-0.65446	-1.00513	-0.47583
261672_at	0.566406	0.326782	1.624023	0.518066	0.348389	1.607178
261674_at	-0.93652	-0.36975	-1.36182	-0.69971	-0.51465	-1.47729
261676_at	-0.5944	-0.93079	0.105713	-0.61995	-0.61206	0.143311
261677_at	0.032878	0.519409	-0.63452	0.094564	0.552002	-0.65576
261681_at	-1.78613	-1.67639	-1.04297	-1.65934	-1.90894	-1.12964
261682_at	-1.1569	-0.55164	-1.37695	-0.99072	-0.6521	-1.23071
261684_at	1.183594	-1.09851	-1.35156	1.242025	-1.44019	-0.95605
261685_at	-0.72754	-0.92786	-0.1687	-0.95524	-1.22168	-0.15454
261686_at	-0.28743	0.213501	-0.62866	0.005371	0.131592	-0.81519
261688_at	-0.88151	-1.17639	-0.96948	-1.11051	-1.38818	-0.93115
261689_at	0.403971	-0.15198	0.595947	0.163574	-0.15796	0.628174
261692_at	2.30957	3.628052	0.807373	3.277832	4.215332	0.792969
261693_at	-1.22884	-1.27893	-0.95874	-1.07796	-1.15894	-0.9917
261694_at	3.976237	3.368774	4.532227	3.764811	3.380859	4.517822
261695_at	3.114258	2.473267	2.486816	3.023275	2.342285	2.657471
261696_at	0.769857	0.796753	1.737305	0.701009	0.626709	1.509033
261698_at	-1.55078	-1.38904	-1.09009	-1.44287	-1.3208	-1.20142
261701_at	0.195638	0.148071	0.533203	0.248861	0.131348	0.401855
261709_at	1.649414	2.245239	1.31543	1.947754	2.382813	1.193115
261711_at	-0.52018	0.836792	-2.09497	0.304525	1.281738	-2.01563
261713_at	-1.15885	-0.37634	-0.50757	-1.03369	-0.07593	-0.54736
261715_at	-0.73796	-0.96887	-1.48608	-0.81071	-1.12256	-1.29248
261717_at	-0.22493	-0.29724	-2.06934	-0.5389	-0.44165	-2.35938
261718_at	-2.50814	-1.98621	-3.35791	-2.20654	-1.89038	-3.37854
261720_at	0.226888	1.230103	-0.38916	0.509277	1.265137	-0.51831
261721_at	1.958659	1.858032	2.393555	1.946452	2.015137	2.349365
261722_at	1.870117	2.259888	1.345215	1.812988	2.149414	1.276123
261723_at	3.543294	3.462036	3.709473	3.662598	3.470215	3.665771
261724_at	-1.64388	-1.5802	-1.76099	-1.87809	-1.35132	-1.64917
261725_at	1.011393	0.394897	1.9375	0.845866	0.678711	2.037354
261726_at	-2.05599	-1.86462	-1.23633	-2.23421	-2.09595	-1.44775
261727_at	0.412435	-0.50378	0.229492	0.384277	-0.74829	0.341309
261728_at	3.131185	3.312622	2.539063	3.213379	3.352051	2.393799
261733_at	1.09082	0.730591	1.356934	1.0389	0.926758	1.384033
261738_s_at	-0.16276	-0.10022	0.590332	-0.25765	-0.15112	0.566406
261739_at	-1.1582	-1.0741	-0.98584	-0.95459	-0.8623	-1.04419
261740_at	1.593424	1.231079	1.495605	1.404134	1.035645	1.534912
261741_at	-1.3444	-1.52917	-0.53735	-1.47087	-1.3772	-0.49414
261742_at	-1.38477	-1.59753	-0.8667	-1.63753	-1.82373	-0.94849
261743_s_at	-0.66309	-0.51208	-0.99023	-0.63135	-0.45142	-1.07471
261744_at	1.097982	0.553833	0.304932	1.071452	0.452148	0.284668
261746_at	5.239909	5.206177	4.127441	5.266764	5.003906	4.13501
261747_at	-1.2832	-1.50916	-1.24512	-1.39144	-1.73511	-1.37378
261749_at	2.138346	3.17688	2.246582	2.669108	3.358398	2.014893
261750_at	-1.68099	-1.58582	-0.81543	-2.021	-1.64233	-0.75757
261751_at	4.374023	4.192505	2.87207	4.319499	3.978027	2.897705
261753_at	-0.60514	-0.65808	-0.802	-0.68831	-0.60815	-0.82104
261756_at	-1.35612	-1.1593	-2.69946	-1.74007	-1.00464	-2.71411
261757_at	-0.32129	-0.60681	0.27002	-0.58577	-0.66748	0.425293
261758_at	-0.4502	-0.25208	-1.0188	-0.61475	-0.57275	-1.03125
261761_at	-0.49805	-1.07166	0.801025	-0.82731	-1.12207	0.842041
261762_at	-1.72331	-2.1051	-0.92529	-1.80518	-2.49194	-0.49365
261765_at	-1.93132	-2.99512	-0.38452	-2.54248	-3.55359	-0.3042
261767_s_at	2.136393	1.487915	2.532715	1.881348	1.376953	2.699951
261768_at	0.801107	1.072876	0.202148	0.536621	0.400146	0.349365
261769_at	3.836914	3.726196	2.896484	3.843587	3.57666	2.989502
261770_at	1.778971	1.127563	1.809082	1.702962	1.346191	1.855713
261771_at	1.047201	1.380005	0.671631	1.075358	1.675781	0.58374
261774_at	-0.47103	-0.77869	-0.19971	-0.75765	-0.90625	-0.12915
261781_at	-1.35189	-1.56238	-1.0835	-1.6167	-1.53052	-1.06592
261782_at	-0.05794	-0.1886	-1.24292	-0.07178	-0.56519	-1.24878
261783_at	1.191081	1.544067	0.563965	1.012533	1.266113	0.454834
261785_at	-1.81087	-2.13367	-1.875	-1.8335	-2.2793	-2.19312
261787_at	-0.21126	-0.37805	-0.80054	-0.33512	-0.59204	-0.80273
261788_at	3.888997	3.863892	2.236816	3.755697	3.622559	2.176514
261789_at	4.13444	3.652466	4.68457	3.974447	3.640137	4.746338
261790_at	0.229818	-0.02039	1.133301	0.202637	0.226563	1.328857
261791_at	1.323242	2.083618	-0.15405	1.335775	2.089355	-0.17896
261792_at	0.629557	0.470581	0.617676	0.605632	0.789795	0.639648
261793_at	2.388346	1.950806	1.543457	2.217936	1.817383	1.510498
261794_at	-2.17122	-1.66638	-1.48633	-2.17692	-1.45532	-1.71191
261795_at	0.64681	0.728882	0.923828	0.657064	0.763184	0.864502
261796_at	0.984049	0.354858	0.732178	0.971191	0.210205	0.815674
261800_at	-0.29427	-0.37952	0.530762	-0.3387	-0.5249	0.478271
261801_at	1.614258	0.923462	1.135254	1.330566	0.189453	1.177979
261803_at	-2.361	-1.73108	-2.83447	-1.93115	-1.42896	-2.9823
261804_at	1.866211	1.237915	2.488281	1.72054	1.194092	2.352783
261805_at	-0.39551	-0.27014	-0.99829	-0.37744	-0.21729	-1.22534
261806_at	-0.61003	-0.81018	0.302246	-0.72217	-0.3877	0.761475
261808_at	-1.00846	-1.18127	-0.25146	-0.97542	-1.29663	-0.09131
261810_at	-0.35091	-1.1449	0.531738	-0.36507	-1.12817	0.679199
261811_at	-2.06999	-2.82263	-0.58374	-2.13037	-2.87256	-0.24927
261813_at	-1.3776	-1.82532	-0.48022	-1.25895	-2.28003	-0.4668
261817_at	-1.88997	-2.16028	-1.85718	-1.92106	-2.22559	-1.86572
261818_at	-1.86003	-2.0968	-1.28857	-2.09782	-2.23022	-1.58398
261819_at	-0.72135	-0.43372	-2.02441	-0.76644	-0.74805	-2.17065
261821_at	1.437826	2.403442	0.255127	1.581217	2.458008	0.004639
261822_at	-1.51465	-1.33875	-1.79346	-1.46045	-1.46753	-1.54443
261823_at	-0.8623	-0.96472	0.302734	-0.93571	-1.05811	0.288086
261824_at	2.941732	2.247192	3.328613	2.441895	2.126953	3.403564
261825_at	1.577148	0.649048	0.238037	1.44515	0.029297	0.101074
261826_at	0.138997	1.295532	-0.49829	0.391439	1.421387	-0.22681
261827_at	-0.67969	-0.62439	-0.54736	-0.48063	-0.62378	-0.32227
261828_at	-0.06771	-0.11438	0.201904	-0.04671	0.018555	0.028564
261831_at	2.415039	2.2677	2.870605	2.48877	2.462891	2.835693
261832_at	-0.20768	0.00354	0.462402	-0.22738	0.051025	0.377197
261833_at	3.175456	2.960083	3.375	3.135254	2.894531	3.292725
261836_at	-1.33105	-1.72034	-2.19653	-1.69515	-2.20239	-2.21167
261837_s_at	-1.39746	-1.7887	-0.74023	-1.69027	-1.78979	-0.74536
261839_at	-1.72298	-1.12292	-0.53247	-1.86995	-1.25098	-0.6582
261841_at	-0.09831	0.49939	0.075439	0.06722	0.398193	0.008545
261843_at	2.495117	3.163696	2.061035	2.708822	3.35498	1.924561
261844_at	-0.94596	-1.57336	0.343262	-1.05648	-1.53687	0.262451
261851_at	-0.93555	-0.67078	-0.8855	-0.96077	-0.93799	-0.95825
261852_at	0.673177	0.913452	-0.30103	0.831543	0.991943	-0.28857
261853_at	-0.0306	-0.58704	0.519775	-0.05485	-0.45825	0.430176
261854_at	0.982096	1.001343	1.12207	0.958171	1.097656	0.992187
261855_at	-0.36589	-0.64709	0.206787	-0.6984	-0.59961	0.393066
261857_at	-1.67415	-1.82117	-1.43433	-2.10628	-1.87476	-1.42773
261858_at	0.439453	0.481812	0.324951	0.435059	0.667236	0.557129
261859_at	-0.10807	-1.224	1.663574	-0.5236	-1.57715	1.701904
261860_at	-0.4209	0.170532	-0.45947	-0.02425	0.157227	-0.47876
261861_at	2.097331	1.976196	1.283203	1.858561	1.679199	1.492432
261862_at	-0.55339	-0.64319	-1.04736	-0.33968	-0.50732	-0.97241
261863_at	-1.98014	-1.27893	-3.15454	-1.66715	-1.54712	-3.26331
261864_s_at	2.929362	3.157837	2.527832	2.92041	3.095215	2.567627
