"id"	"pri_exp"	"exp_mature"	"pri_mature"	"pri_exp_mat"
"491"	"pri_exp_mat"	NA	NA	NA	"263053_at"
"492"	"pri_exp_mat"	NA	NA	NA	"258500_at"
"493"	"pri_exp_mat"	NA	NA	NA	"259591_at"
"494"	"pri_exp_mat"	NA	NA	NA	"255808_at"
"495"	"pri_exp_mat"	NA	NA	NA	"248551_at"
"496"	"pri_mature"	NA	NA	"260356_at"	NA
"497"	"pri_mature"	NA	NA	"257651_at"	NA
"498"	"pri_mature"	NA	NA	"251060_at"	NA
"499"	"pri_mature"	NA	NA	"247188_at"	NA
"500"	"pri_mature"	NA	NA	"250317_at"	NA
"501"	"pri_mature"	NA	NA	"259375_at"	NA
"502"	"pri_mature"	NA	NA	"262133_at"	NA
"503"	"pri_mature"	NA	NA	"262200_at"	NA
"504"	"pri_mature"	NA	NA	"260800_at"	NA
"505"	"pri_mature"	NA	NA	"252983_at"	NA
"506"	"pri_mature"	NA	NA	"260363_at"	NA
"507"	"pri_mature"	NA	NA	"257832_at"	NA
"508"	"pri_mature"	NA	NA	"254239_at"	NA
"509"	"pri_mature"	NA	NA	"258499_at"	NA
"510"	"pri_mature"	NA	NA	"266414_at"	NA
"511"	"pri_mature"	NA	NA	"255524_at"	NA
"512"	"pri_mature"	NA	NA	"257749_at"	NA
"513"	"pri_mature"	NA	NA	"257621_at"	NA
"514"	"pri_mature"	NA	NA	"249918_at"	NA
"515"	"pri_mature"	NA	NA	"259842_at"	NA
"516"	"pri_mature"	NA	NA	"259983_at"	NA
"517"	"pri_mature"	NA	NA	"257654_at"	NA
"518"	"pri_mature"	NA	NA	"267092_at"	NA
"519"	"pri_mature"	NA	NA	"248656_at"	NA
"520"	"pri_mature"	NA	NA	"259839_at"	NA
"521"	"pri_mature"	NA	NA	"251133_at"	NA
"522"	"pri_mature"	NA	NA	"256237_at"	NA
"523"	"pri_mature"	NA	NA	"265201_at"	NA
"524"	"pri_mature"	NA	NA	"254432_at"	NA
"525"	"pri_mature"	NA	NA	"260143_at"	NA
"526"	"pri_mature"	NA	NA	"254817_at"	NA
"527"	"pri_mature"	NA	NA	"255742_at"	NA
"528"	"pri_mature"	NA	NA	"264385_at"	NA
"529"	"pri_mature"	NA	NA	"261610_at"	NA
"530"	"pri_mature"	NA	NA	"250846_at"	NA
"531"	"pri_mature"	NA	NA	"267246_at"	NA
"532"	"pri_mature"	NA	NA	"250366_at"	NA
"533"	"pri_mature"	NA	NA	"247351_at"	NA
"534"	"pri_mature"	NA	NA	"256770_at"	NA
"535"	"pri_mature"	NA	NA	"261806_at"	NA
"536"	"pri_mature"	NA	NA	"256755_at"	NA
"537"	"pri_mature"	NA	NA	"266474_at"	NA
"538"	"pri_mature"	NA	NA	"257596_at"	NA
"539"	"pri_mature"	NA	NA	"266856_at"	NA
"540"	"pri_mature"	NA	NA	"264859_at"	NA
"541"	"pri_mature"	NA	NA	"252234_at"	NA
"542"	"pri_mature"	NA	NA	"255617_at"	NA
"543"	"pri_mature"	NA	NA	"258894_at"	NA
"544"	"pri_mature"	NA	NA	"253971_at"	NA
"545"	"pri_mature"	NA	NA	"247965_at"	NA
"546"	"pri_mature"	NA	NA	"249375_at"	NA
"547"	"pri_mature"	NA	NA	"267230_at"	NA
"548"	"pri_mature"	NA	NA	"248034_at"	NA
"549"	"pri_mature"	NA	NA	"259272_at"	NA
"550"	"pri_mature"	NA	NA	"249266_at"	NA
"551"	"pri_mature"	NA	NA	"253414_at"	NA
"552"	"pri_mature"	NA	NA	"257965_at"	NA
"553"	"pri_mature"	NA	NA	"257641_s_at"	NA
"554"	"pri_mature"	NA	NA	"263053_at"	NA
"555"	"pri_mature"	NA	NA	"257017_at"	NA
"556"	"pri_mature"	NA	NA	"254119_at"	NA
"557"	"pri_mature"	NA	NA	"259430_at"	NA
"558"	"pri_mature"	NA	NA	"AFFX-DapX-M_at"	NA
"559"	"pri_mature"	NA	NA	"256017_at"	NA
"560"	"pri_mature"	NA	NA	"257216_at"	NA
"561"	"pri_mature"	NA	NA	"258500_at"	NA
"562"	"pri_mature"	NA	NA	"248686_at"	NA
"563"	"pri_mature"	NA	NA	"264700_at"	NA
"564"	"pri_mature"	NA	NA	"259591_at"	NA
"565"	"pri_mature"	NA	NA	"258372_at"	NA
"566"	"pri_mature"	NA	NA	"255808_at"	NA
"567"	"pri_mature"	NA	NA	"248551_at"	NA
"568"	"pri_mature"	NA	NA	"257006_at"	NA
"569"	"pri_mature"	NA	NA	"256277_at"	NA
"570"	"pri_mature"	NA	NA	"AFFX-LysX-M_at"	NA
