Probe_Set_ID	value
262667_at	1
248394_at	1
260002_at	1
263126_at	1
247494_at	1
265446_at	1
261639_at	1
266300_at	1
248330_at	1
245333_at	1
256820_at	1
247845_at	1
264078_at	1
253810_at	1
251230_at	1
253188_at	1
265375_at	1
255899_at	1
251899_at	1
260126_at	1
254427_at	1
265530_at	1
266532_at	1
249228_at	1
261581_at	1
248246_at	1
251659_at	1
265986_at	1
248656_at	1
248420_at	1
266582_at	1
256308_s_at	1
247741_at	1
252185_at	1
260562_at	1
263118_at	1
252587_at	1
254291_at	1
260912_at	1
249282_at	1
248589_at	1
247439_at	1
245338_at	1
264968_at	1
255325_at	1
255117_s_at	1
246749_at	1
256160_at	1
254969_at	1
257264_at	1
250851_at	1
258269_at	1
264909_at	1
261485_at	1
259839_at	1
258507_at	1
251641_at	1
251406_at	1
266324_at	1
263867_at	1
255878_at	1
251133_at	1
256237_at	1
246074_at	1
258437_at	1
264838_at	1
266101_at	1
248921_at	1
266087_at	1
252076_at	1
246870_at	1
248981_at	1
259852_at	1
266905_at	1
259999_at	1
262738_at	1
245358_at	1
265735_at	1
260852_at	1
249988_at	1
245395_at	1
258536_at	1
257088_at	1
262157_at	1
264728_at	1
249755_at	1
251840_at	1
256813_at	1
264315_at	1
254218_at	1
265201_at	1
259193_at	1
251546_at	1
266372_at	1
247036_at	1
246199_at	1
253606_at	1
245200_at	1
249002_at	1
249742_at	1
253284_at	1
266721_at	1
254432_at	1
245042_at	1
253485_at	1
249911_at	1
263112_at	1
265053_at	1
256064_at	1
260143_at	1
254817_at	1
257547_at	1
257939_at	1
254259_s_at	1
262920_at	1
262775_at	1
255742_at	1
252979_at	1
258665_at	1
258164_at	1
256914_at	1
259665_at	1
251853_at	1
251221_at	1
260370_at	1
259560_at	1
257374_at	1
248794_at	1
249752_at	1
264385_at	1
249863_at	1
257665_at	1
251333_at	1
246778_at	1
261610_at	1
265461_at	1
254633_at	1
245109_at	1
247454_at	1
250627_at	1
250846_at	1
245543_at	1
249953_at	1
262793_at	1
261286_at	1
267246_at	1
261405_at	1
253597_at	1
251068_at	1
245879_at	1
251432_at	1
248764_at	1
258811_at	1
259773_at	1
249798_at	1
264745_at	1
254807_at	1
260548_at	1
254040_at	1
264656_at	1
266993_at	1
255953_at	1
251140_at	1
245859_at	1
258300_at	1
256021_at	1
256698_at	1
248903_at	1
250109_at	1
253926_at	1
246124_at	1
256781_at	1
261668_at	1
250234_at	1
245593_at	1
245532_at	1
250726_at	1
252852_at	1
259403_at	1
252412_at	1
250824_at	1
262263_at	1
250366_at	1
260877_at	1
255508_at	1
265033_at	1
253911_at	1
256482_at	1
262119_s_at	1
247549_at	1
267199_at	1
250933_at	1
254923_at	1
249385_at	1
247034_at	1
258379_at	1
247351_at	1
260229_at	1
247709_at	1
250289_at	1
266588_at	1
250941_at	1
251415_at	1
256420_at	1
251117_at	1
267606_at	1
260284_at	1
246613_at	1
250775_at	1
260069_at	1
259640_at	1
265521_at	1
250831_at	1
248059_at	1
254141_at	1
256770_at	1
263247_at	1
264209_at	1
246293_at	1
257602_at	1
255736_at	1
261806_at	1
266035_at	1
262025_at	1
253397_at	1
258355_at	1
253273_at	1
253954_at	1
258140_at	1
256755_at	1
262657_at	1
246398_at	1
258786_at	1
248945_at	1
260153_at	1
253118_at	1
259561_at	1
264399_at	1
248884_at	1
250125_at	1
264324_at	1
253469_at	1
254690_at	1
266371_at	1
267220_at	1
266215_at	1
247338_at	1
246427_at	1
252101_at	1
249711_at	1
257938_at	1
261225_at	1
250560_at	1
258173_at	1
267555_at	1
245359_at	1
251069_at	1
250990_at	1
256069_at	1
251174_at	1
256728_at	1
261240_at	1
264107_s_at	1
261378_at	1
250272_at	1
252387_at	1
249610_at	1
259232_at	1
260969_at	1
258736_at	1
265800_at	1
263226_at	1
259093_at	1
263590_at	1
258201_at	1
255259_at	1
255696_at	1
254790_at	1
265729_at	1
254166_at	1
251422_at	1
264158_at	1
246231_at	1
257879_at	1
259111_at	1
256433_at	1
260724_at	1
264663_at	1
252193_at	1
253716_at	1
258970_at	1
251736_at	1
257748_at	1
263765_at	1
262507_at	1
251036_at	1
246505_at	1
267374_at	1
260065_at	1
247971_at	1
267154_at	1
248276_at	1
263115_at	1
257510_at	1
246214_at	1
266474_at	1
261167_at	1
248833_at	1
260556_at	1
254331_s_at	1
259673_at	1
255032_at	1
257596_at	1
255943_at	1
262598_at	1
260636_at	1
257801_at	1
254348_at	1
245984_at	1
266856_at	1
258650_at	1
261495_at	1
265075_at	1
254746_at	1
259606_at	1
253841_at	1
267096_at	1
264123_at	1
252180_at	1
264859_at	1
250403_at	1
262499_at	1
258183_at	1
256400_at	1
258124_at	1
254192_at	1
256965_at	1
258401_at	1
254609_at	1
258251_at	1
255496_at	1
265394_at	1
251643_at	1
255549_at	1
252234_at	1
258684_at	1
262504_at	1
245084_at	1
262694_at	1
261159_s_at	1
259219_at	1
266363_at	1
259092_at	1
263786_at	1
254549_at	1
254375_at	1
259911_at	1
253121_at	1
257805_at	1
251182_at	1
252823_at	1
257662_at	1
255617_at	1
264198_at	1
250892_at	1
258894_at	1
258075_at	1
252117_at	1
260551_at	1
256911_at	1
245156_at	1
251773_at	1
261945_at	1
248382_at	1
251205_at	1
255483_at	1
253135_at	1
251528_at	1
263298_at	1
259341_at	1
261518_at	1
251640_at	1
262314_at	1
262749_at	1
261859_at	1
260375_at	1
253197_at	1
248868_at	1
246053_at	1
258691_at	1
265872_at	1
263628_at	1
265148_at	1
265795_at	1
262059_at	1
267035_at	1
250849_at	1
245293_at	1
250781_at	1
262891_at	1
250436_at	1
250812_at	1
247118_at	1
262753_at	1
254125_at	1
253971_at	1
258621_at	1
258927_at	1
263957_at	1
250954_at	1
254592_at	1
252934_at	1
253547_at	1
253302_at	1
246976_s_at	1
247668_at	1
262151_at	1
262457_at	1
248065_at	1
267368_at	1
262969_at	1
262344_at	1
256671_at	1
248820_at	1
253783_at	1
263495_at	1
260436_at	1
247316_at	1
257808_at	1
256016_at	1
267356_at	1
253191_at	1
252615_at	1
260602_at	1
250930_at	1
254727_at	1
264951_at	1
249806_at	1
261921_at	1
251786_at	1
251670_at	1
250111_at	1
257334_at	1
250486_at	1
249920_at	1
261027_at	1
255586_at	1
259757_at	1
248792_at	1
259661_at	1
246289_at	1
256321_at	1
260651_at	1
260565_at	1
247965_at	1
249375_at	1
249095_at	1
251342_at	1
260419_at	1
246069_at	1
261388_at	1
261653_at	1
263852_at	1
267181_at	1
253868_at	1
252366_at	1
247766_at	1
264000_at	1
253480_at	1
265593_s_at	1
247083_at	1
248062_at	1
246529_at	1
255788_at	1
250818_at	1
263777_at	1
262648_at	1
262980_at	1
267348_at	1
265843_at	1
248287_at	1
252646_at	1
250900_at	1
245806_at	1
261500_at	1
263438_at	1
258566_at	1
256115_at	1
247571_at	1
248557_at	1
261880_at	1
254784_at	1
261660_at	1
263319_at	1
264474_s_at	1
261112_at	1
255033_at	1
266295_at	1
255148_at	1
258676_at	1
267624_at	1
262177_at	1
AFFX-r2-Ec-bioC-3_at	1
267230_at	1
255284_at	1
262809_at	1
254165_at	1
260367_at	1
260943_at	1
260442_at	1
261512_at	1
250923_at	1
263179_at	1
248034_at	1
251054_at	1
245998_at	1
248817_at	1
252572_at	1
260465_at	1
247102_at	1
252954_at	1
264675_at	1
246270_at	1
249089_at	1
257723_at	1
264140_at	1
253412_at	1
248698_at	1
259272_at	1
248109_at	1
251157_at	1
264418_at	1
247212_at	1
259806_at	1
263665_at	1
249266_at	1
262671_at	1
261765_at	1
250854_at	1
253414_at	1
253125_at	1
245793_at	1
252441_at	1
257789_at	1
263472_at	1
249691_at	1
253947_at	1
257238_at	1
249652_at	1
257965_at	1
254676_at	1
261866_at	1
258375_at	1
264956_at	1
250565_at	1
263419_at	1
266648_at	1
260454_at	1
251676_at	1
255817_at	1
246154_at	1
267262_at	1
250097_at	1
249641_at	1
266181_at	1
265021_at	1
263150_at	1
255904_at	1
258735_at	1
267316_at	1
250829_at	1
247890_at	1
257641_s_at	1
255070_at	1
251669_at	1
259768_at	1
261597_at	1
264922_s_at	1
254833_s_at	1
247261_at	1
252573_at	1
260401_at	1
253992_at	1
262848_at	1
262954_at	1
259022_at	1
265269_at	1
256337_at	1
258773_at	1
260384_at	1
251475_at	1
256240_at	1
259639_at	1
258105_at	1
256178_s_at	1
247401_at	1
264770_at	1
249217_at	1
253063_at	1
266028_at	1
263053_at	1
263497_at	1
250016_at	1
251982_at	1
253420_at	1
247325_at	1
262408_at	1
246466_at	1
249651_at	1
252023_at	1
259237_at	1
258884_at	1
248696_at	1
261069_at	1
261572_at	1
266746_s_at	1
259293_at	1
266136_at	1
248906_at	1
257017_at	1
263912_at	1
246156_at	1
259250_at	1
256962_at	1
259752_at	1
246384_at	1
253754_at	1
246583_at	1
247348_at	1
263776_s_at	1
258135_at	1
245632_at	1
246238_at	1
246396_at	1
250768_at	1
252824_at	1
246847_at	1
253268_s_at	1
263854_at	1
251816_at	1
264299_s_at	1
263632_at	1
253167_at	1
258048_at	1
260362_at	1
250885_at	1
259627_at	1
264987_at	1
267300_at	1
261191_at	1
254119_at	1
258568_at	1
252134_at	1
259430_at	1
265822_at	1
252931_at	1
245266_at	1
257700_at	1
AFFX-DapX-M_at	1
260138_at	1
253635_at	1
262950_at	1
256017_at	1
258108_at	1
254256_at	1
252946_at	1
245951_at	1
258641_at	1
260081_at	1
248524_s_at	1
255011_at	1
263425_at	1
267029_at	1
246460_at	1
250226_at	1
248285_at	1
250413_at	1
248944_at	1
247101_at	1
255886_at	1
249774_at	1
259256_at	1
257216_at	1
262899_at	1
251040_at	1
264382_at	1
253307_at	1
251714_at	1
252095_at	1
259594_at	1
249754_at	1
251327_at	1
267265_at	1
254723_at	1
266018_at	1
246131_at	1
253350_at	1
267595_at	1
258500_at	1
257008_at	1
263906_at	1
261223_at	1
254103_at	1
251305_at	1
261836_at	1
250007_at	1
258310_at	1
267185_at	1
245765_at	1
255674_at	1
250836_at	1
266119_at	1
250327_at	1
251722_at	1
256366_at	1
246682_at	1
251649_at	1
265402_at	1
265669_at	1
259858_at	1
248686_at	1
250763_at	1
255679_at	1
260793_at	1
249835_s_at	1
253377_at	1
253506_at	1
264781_at	1
251237_at	1
263106_at	1
258637_at	1
248795_at	1
263000_at	1
251730_at	1
250929_at	1
261457_at	1
247415_at	1
251624_at	1
252254_at	1
262784_at	1
251733_at	1
251883_at	1
260772_at	1
264974_at	1
250942_at	1
248547_at	1
253305_at	1
267104_at	1
245426_at	1
251376_at	1
263478_at	1
254356_at	1
266715_at	1
267170_at	1
252378_at	1
262823_at	1
264177_at	1
254783_at	1
261255_at	1
251150_at	1
247403_at	1
246945_s_at	1
250032_at	1
257880_at	1
263840_at	1
263677_at	1
251509_at	1
260217_at	1
251860_at	1
249331_at	1
262559_at	1
264700_at	1
259591_at	1
248883_at	1
250430_at	1
263804_at	1
254615_at	1
265358_at	1
245188_at	1
251858_at	1
258372_at	1
246253_at	1
253337_at	1
247523_at	1
261481_at	1
253581_at	1
254535_at	1
265460_at	1
254190_at	1
254594_at	1
252606_at	1
254877_at	1
254894_at	1
259434_at	1
249580_at	1
250921_at	1
250732_at	1
265575_at	1
263749_at	1
245843_at	1
247552_at	1
246305_at	1
250505_at	1
254576_at	1
250696_at	1
261266_at	1
262453_at	1
246821_at	1
262195_at	1
254485_at	1
266150_s_at	1
256183_at	1
252204_at	1
249685_at	1
255808_at	1
258988_at	1
251807_at	1
256186_at	1
254174_at	1
246302_at	1
251244_at	1
248551_at	1
266781_at	1
251278_at	1
256015_at	1
260014_at	1
266889_at	1
256402_at	1
247722_at	1
258705_at	1
257006_at	1
264893_at	1
259105_at	1
262748_at	1
266070_at	1
245270_at	1
245112_at	1
249690_at	1
256277_at	1
264377_at	1
262236_at	1
267460_at	1
245786_at	1
246221_at	1
263048_s_at	1
257277_at	1
263640_at	1
256451_s_at	1
265583_at	1
262092_at	1
254267_at	1
264089_at	1
259626_at	1
249948_at	1
245035_at	1
262454_at	1
248882_at	1
251954_at	1
257033_at	1
246097_at	1
AFFX-LysX-M_at	1
266207_at	1
252711_at	1
253987_at	1
247009_at	1
258921_at	1
252922_at	1
251104_at	1
261692_at	1
255923_at	1
255731_at	1
253647_at	1
258041_at	1
265868_at	1
