"Probe_Set_ID"	"Transcript_ID_Array_Design_.x"	"Variance_Residual.x"	"SumVariance.x"	"SampleVariance.x"	"RSquare.x"	"F_T3_co2.x"	"F_T3_dev.x"	"F_T3_co2_dev.x"	"PrF_T3_co2.x"	"PrF_T3_dev.x"	"PrF_T3_co2_dev.x"	"Lsmean_co2_A.x"	"Lsmean_co2_E.x"	"Lsmean_dev_expanding.x"	"Lsmean_dev_fullexpand.x"	"Lsmean_dev_primordia.x"	"LinearLsmean_A_expanding.x"	"linearLsmean_A_fullexpand.x"	"linearLsmean_A_primordia.x"	"linearLsmean_E_expanding.x"	"linearLsmean_E_fullexpand.x"	"linearLsmean_E_primordia.x"	"percentage_A_PvX.x"	"percentage_A_PvE.x"	"percentage_A_EvX.x"	"percentage_E_PvX.x"	"percentage_E_PvE.x"	"percentage_E_EvX.x"	"neglog10pvalue_A_expanding_E_expanding.x"	"neglog10pvalue_A_fullexpand_E_fullexpand.x"	"neglog10pvalue_A_primordia_E_primordia.x"	"Cluster.x"	"Transcript_ID_Array_Design_.y"	"Variance_Residual.y"	"SumVariance.y"	"SampleVariance.y"	"RSquare.y"	"F_T3_co2.y"	"F_T3_dev.y"	"F_T3_co2_dev.y"	"PrF_T3_co2.y"	"PrF_T3_dev.y"	"PrF_T3_co2_dev.y"	"Lsmean_co2_A.y"	"Lsmean_co2_E.y"	"Lsmean_dev_expanding.y"	"Lsmean_dev_fullexpand.y"	"Lsmean_dev_primordia.y"	"LinearLsmean_A_expanding.y"	"linearLsmean_A_fullexpand.y"	"linearLsmean_A_primordia.y"	"linearLsmean_E_expanding.y"	"linearLsmean_E_fullexpand.y"	"linearLsmean_E_primordia.y"	"percentage_A_PvX.y"	"percentage_A_PvE.y"	"percentage_A_EvX.y"	"percentage_E_PvX.y"	"percentage_E_PvE.y"	"percentage_E_EvX.y"	"neglog10pvalue_A_expanding_E_expanding.y"	"neglog10pvalue_A_fullexpand_E_fullexpand.y"	"neglog10pvalue_A_primordia_E_primordia.y"	"Cluster.y"	"percentchangeco2_fullexpand.x"	"percentchangeco2_fullexpand.y"
"250777_at"	"At5g05440"	0.093634	0.093634	0.167133	0.573154	13.7141	0.05594	3.59961	0.0019	0.9458	0.0512	-1.41926	-0.93161	-1.19312	-1.14508	-1.18811	0.374407	0.329103	0.424236	0.510892	0.621243	0.454024	-11.7456	-22.4247	-12.1003	12.52535	36.83051	21.59973	1.038057	3.201435	0.182428	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.7685618180327	NA
"250781_at"	"At5g05410"	0.150922	0.150922	0.618032	0.813945	5.43499	30.7232	1.19015	0.0331	9.999e-05	0.3297	-3.31354	-2.9238	-2.86572	-2.51007	-3.98022	0.130196	0.135681	0.057604	0.144566	0.227127	0.069696	126.0184	135.5397	4.21262	107.4222	225.8798	57.10945	0.193557	1.807269	0.479055	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.3977933535278	NA
"250812_at"	"At5g04900"	0.040029	0.040029	0.120097	0.746053	7.40611	16.9805	3.17581	0.0151	1e-04	0.0689	1.137872	0.903564	1.29598	0.686951	1.079224	2.804913	1.838203	2.066749	2.149504	1.409912	2.160079	35.71621	-11.0582	-34.4649	-0.48955	-34.7287	-34.4076	1.496035	1.806605	0.181472	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-23.2994397245571	NA
"250818_at"	"At5g04930"	0.04032	0.04032	0.773477	0.960284	18.2003	181.815	3.62474	6e-04	9.999e-05	0.0503	0.157756	0.526394	0.771891	1.023254	-0.76892	1.358847	1.788191	0.571324	2.145628	2.310184	0.602812	137.8419	212.991	31.59622	255.9365	283.2346	7.669378	3.00421	1.715669	0.226784	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.1911210827031	NA
"250824_at"	"At5g05200"	0.01569	0.01569	0.795841	0.984979	7.79118	518.746	1.91987	0.0131	9.999e-05	0.1789	2.466132	2.315674	2.742594	3.185364	1.244751	7.074318	9.982893	2.388903	6.331722	8.289413	2.350804	196.1325	317.8862	41.11457	169.3429	252.6204	30.91877	0.862346	2.096932	0.098666	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-16.9638200068858	NA
"250829_at"	"At5g04720"	0.082421	0.082421	0.964041	0.934861	10.7905	108.238	1.56778	0.0047	9.999e-05	0.2389	0.285739	0.691569	0.917074	1.275696	-0.72681	1.52939	2.033617	0.582452	2.331391	2.882547	0.62684	162.578	249.1478	32.96919	271.9274	359.8534	23.64064	1.708912	1.607609	0.215484	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7448319914714	NA
"250831_at"	"At5g04920"	0.018622	0.018622	0.2826	0.949795	9.55187	144.953	1.69647	0.007	9.999e-05	0.2147	0.315932	0.497423	0.384033	0.998596	-0.1626	1.210868	1.808888	0.880656	1.406418	2.207005	0.906356	37.49622	105.4024	49.38766	55.17273	143.5031	56.92389	1.152325	2.048263	0.172087	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.008935876627	NA
"250836_at"	"At5g04580"	0.04118	0.04118	0.151244	0.792549	8.85858	25.6285	0.60863	0.0089	9.999e-05	0.5562	-1.00113	-0.74121	-0.74699	-0.58331	-1.2832	0.533448	0.594855	0.392997	0.665541	0.748856	0.429583	35.7385	51.36378	11.51131	54.92715	74.32144	12.51833	1.142539	1.465519	0.415574	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.8888300510208	NA
"250843_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At5g04430"	0.016582	0.016582	0.152816	0.917324	3.66441	80.8449	6.51777	0.0736	9.999e-05	0.0085	2.619832	2.513753	2.68042	2.110413	2.909546	7.020253	4.669497	7.084701	5.853567	3.993238	7.968924	-0.90968	-34.0904	-33.4854	-26.5451	-49.8899	-31.7811	1.620326	1.6072	1.092266	5	NA	-14.4824806611933
"250846_at"	"At5g04590"	0.010782	0.010782	0.096188	0.914592	10.2021	76.3802	2.96892	0.0056	9.999e-05	0.0801	2.547621	2.690348	2.529378	2.976868	2.350708	5.810801	7.277299	4.726339	5.735901	8.516921	5.504811	22.94508	53.97328	25.23745	4.197958	54.71778	48.48447	0.081935	2.153884	2.067872	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.0340946551736	NA
"250849_at"	"At5g04410"	0.010431	0.010431	0.025202	0.684639	11.9438	10.2362	1.48163	0.0033	0.0014	0.2568	1.092434	1.244331	1.129964	1.299133	1.07605	2.033215	2.299458	2.073756	2.355715	2.633485	2.14333	-1.95493	10.88375	13.09467	9.909112	22.86883	11.79131	1.666905	1.810549	0.284713	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5263362061842	NA
"250851_at"	"At5g04420"	0.0093	0.0093	0.037305	0.810069	9.1736	26.8469	1.86765	0.008	9.999e-05	0.1866	0.429213	0.303521	0.410075	0.171204	0.517822	1.338459	1.216173	1.499745	1.319121	1.042508	1.366919	-10.7542	-18.908	-9.1363	-3.49678	-23.733	-20.9695	0.10065	2.308237	1.17136	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.2796296250616	NA
"250854_at"	"At5g04710"	0.005957	0.005957	0.039625	0.885465	15.9613	48.1986	7.14458	0.001	9.999e-05	0.0061	0.783596	0.650906	0.896077	0.500305	0.755371	2.055356	1.483715	1.672711	1.685022	1.348538	1.703563	22.87573	-11.2988	-27.8122	-1.08837	-20.8401	-19.9691	3.482796	1.647875	0.196858	5	"At5g04710"	0.005957	0.005957	0.039625	0.885465	15.9613	48.1986	7.14458	0.001	9.999e-05	0.0061	0.783596	0.650906	0.896077	0.500305	0.755371	2.055356	1.483715	1.672711	1.685022	1.348538	1.703563	22.87573	-11.2988	-27.8122	-1.08837	-20.8401	-19.9691	3.482796	1.647875	0.196858	5	-9.11071196287696	-9.11071196287696
"250856_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At5g04810"	0.017639	0.017639	0.141846	0.905254	3.71057	69.664	4.6536	0.072	9.999e-05	0.0255	1.451701	1.341607	1.708089	1.547668	0.934204	3.311624	3.289563	1.878613	3.223525	2.598071	1.943612	76.28027	75.10594	-0.66617	65.8523	33.67234	-19.4028	0.139964	2.643066	0.215767	4	NA	-21.0207860436173
"250879_at"	"At5g04060"	0.021016	0.021016	0.082607	0.806162	9.27926	23.8736	4.46067	0.0077	9.999e-05	0.0289	-0.94061	-1.13064	-1.18384	-1.18341	-0.73962	0.462659	0.510474	0.598843	0.41879	0.379789	0.598947	-22.7413	-14.7566	10.33496	-30.0789	-36.5905	-9.31285	0.615643	3.133866	0.000813	7	"At5g04060"	0.021016	0.021016	0.082607	0.806162	9.27926	23.8736	4.46067	0.0077	9.999e-05	0.0289	-0.94061	-1.13064	-1.18384	-1.18341	-0.73962	0.462659	0.510474	0.598843	0.41879	0.379789	0.598947	-22.7413	-14.7566	10.33496	-30.0789	-36.5905	-9.31285	0.615643	3.133866	0.000813	7	-25.6007161971031	-25.6007161971031
"250885_at"	"At5g03910"	0.025631	0.025631	0.150202	0.869984	4.69051	48.4914	2.95226	0.0458	9.999e-05	0.081	0.645766	0.496555	0.967204	0.616272	0.130005	2.136691	1.683929	1.064435	1.788847	1.395433	1.124998	100.7347	58.19928	-21.1899	59.00895	24.03876	-21.9926	1.170579	1.534404	0.309076	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.1323137733242	NA
"250892_at"	"At5g03760"	0.071122	0.071122	0.15778	0.656558	4.95619	10.9813	1.42698	0.0407	0.001	0.269	1.210273	0.95478	1.305745	0.711975	1.229858	2.524964	1.960624	2.502278	2.420371	1.368539	2.198432	0.906632	-21.6464	-22.3504	10.09531	-37.7493	-43.4574	0.106328	1.847105	0.472735	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-30.1988040542195	NA
"250900_at"	"At5g03470"	0.017698	0.017698	0.209982	0.935784	6.92963	111.754	1.43822	0.0181	9.999e-05	0.2664	-0.47373	-0.62443	-0.45711	-0.10309	-1.08704	0.776517	1.01303	0.474688	0.683342	0.855684	0.466801	63.58495	113.4099	30.45814	46.38827	83.30803	25.22043	0.962872	1.703687	0.096638	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-15.5322152354817	NA
"250916_at"	"At5g03630"	0.029213	0.029213	0.115619	0.807495	10.5685	23.0591	4.66043	0.005	9.999e-05	0.0254	0.72663	0.965739	0.497965	0.921326	1.119263	1.349985	1.570523	2.137172	1.477326	2.283752	2.208125	-36.8331	-26.514	16.33635	-33.0959	3.424931	54.58689	0.437407	3.411987	0.153806	3	"At5g03630"	0.029213	0.029213	0.115619	0.807495	10.5685	23.0591	4.66043	0.005	9.999e-05	0.0254	0.72663	0.965739	0.497965	0.921326	1.119263	1.349985	1.570523	2.137172	1.477326	2.283752	2.208125	-36.8331	-26.514	16.33635	-33.0959	3.424931	54.58689	0.437407	3.411987	0.153806	3	45.4134705445256	45.4134705445256
"250921_at"	"At5g03460"	0.03238	0.03238	0.379924	0.935064	5.88584	109.786	2.8637	0.0275	9.999e-05	0.0865	1.165677	1.353543	1.26473	1.923645	0.590454	2.12899	3.441022	1.541167	2.711874	4.182754	1.471089	38.14142	123.2738	61.62698	84.34458	184.3303	54.23851	1.518258	1.37926	0.218257	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5555727339145	NA
"250923_at"	"At5g03455"	0.013666	0.013666	0.461908	0.977459	11.7378	335.429	6.72659	0.0035	9.999e-05	0.0076	1.913886	2.086236	1.991943	2.761047	1.247192	3.489596	6.300193	2.433787	4.534134	7.293943	2.315272	43.38131	158.8638	80.54219	95.83586	215.0361	60.8674	2.947772	1.675032	0.401777	4	"At5g03455"	0.013666	0.013666	0.461908	0.977459	11.7378	335.429	6.72659	0.0035	9.999e-05	0.0076	1.913886	2.086236	1.991943	2.761047	1.247192	3.489596	6.300193	2.433787	4.534134	7.293943	2.315272	43.38131	158.8638	80.54219	95.83586	215.0361	60.8674	2.947772	1.675032	0.401777	4	15.7733263092099	15.7733263092099
"250929_at"	"At5g03290"	0.015825	0.015825	0.135327	0.910905	5.00716	78.2194	1.09442	0.0398	9.999e-05	0.3585	2.307495	2.42863	2.520264	2.666809	1.917114	5.4649	5.917808	3.750875	6.022373	6.814251	3.802642	45.69668	57.77143	8.287596	58.3734	79.19781	13.14893	0.718197	1.442369	0.082557	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1482271814158	NA
"250930_at"	"At5g03160"	0.034912	0.034912	0.104849	0.746308	5.81958	19.0517	1.55648	0.0282	9.999e-05	0.2412	-0.49529	-0.30132	-0.50236	-0.62286	-0.0697	0.656961	0.574863	0.945369	0.758594	0.733557	0.960362	-30.5075	-39.1917	-12.4967	-21.0096	-23.6167	-3.30052	0.715326	1.76823	0.062628	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.6055338402367	NA
"250933_at"	"At5g03170"	0.103955	0.103955	0.368287	0.78494	7.04041	23.6332	1.9869	0.0173	9.999e-05	0.1695	-0.71795	-1.0861	-0.27352	-1.47064	-0.96191	0.941107	0.457921	0.521432	0.727253	0.284313	0.505443	80.48513	-12.1801	-51.3423	43.88438	-43.7498	-60.906	0.752288	2.086194	0.072486	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-37.912216299318	NA
"250941_at"	"At5g03320"	0.01665	0.01665	0.023164	0.452363	5.34059	1.21633	2.71497	0.0345	0.3223	0.0966	-0.43857	-0.31025	-0.40063	-0.31537	-0.40723	0.721774	0.73114	0.761254	0.795046	0.88334	0.746959	-5.18613	-3.95583	1.2976	6.437756	18.25818	11.10548	0.690099	2.062726	0.114483	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.816806630741	NA
"250942_at"	"At5g03350"	0.524252	0.524252	1.009768	0.604434	4.65258	9.03738	0.68756	0.0466	0.0024	0.5171	1.75769	2.429769	2.969482	2.004578	1.307129	6.650201	2.678202	2.171073	9.225109	6.012192	2.820303	206.3095	23.35849	-59.7275	227.0964	113.1754	-34.828	0.360342	1.434688	0.326367	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124.486129126929	NA
"250954_at"	"At5g03520"	0.004696	0.004696	0.045752	0.92179	7.62243	89.4727	0.78118	0.0139	9.999e-05	0.4746	1.904121	1.985541	2.069417	2.089905	1.675171	4.10515	4.06861	3.139187	4.291256	4.454529	3.248899	30.77112	29.60712	-0.89011	32.08339	37.10888	3.804789	0.568965	1.80026	0.492621	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.4852787561354	NA
"250958_at"	"At5g03260"	0.061067	0.061067	0.53433	0.912925	22.5542	61.4874	10.8108	2e-04	9.999e-05	0.0011	-1.83877	-2.3438	-1.2439	-2.34552	-2.68445	0.49921	0.287091	0.152447	0.357122	0.134845	0.158739	227.4648	88.3218	-42.491	124.9743	-15.0527	-62.2413	1.534478	4.926893	0.129145	5	"At5g03260"	0.061067	0.061067	0.53433	0.912925	22.5542	61.4874	10.8108	2e-04	9.999e-05	0.0011	-1.83877	-2.3438	-1.2439	-2.34552	-2.68445	0.49921	0.287091	0.152447	0.357122	0.134845	0.158739	227.4648	88.3218	-42.491	124.9743	-15.0527	-62.2413	1.534478	4.926893	0.129145	5	-53.0305721879125	-53.0305721879125
"250990_at"	"At5g02290"	0.058072	0.058072	0.58859	0.924828	12.196	90.8988	1.71838	0.003	9.999e-05	0.2108	0.577949	0.940104	1.054118	1.390198	-0.16724	1.749528	2.208685	0.860764	2.464457	3.11063	0.921362	103.2529	156.5959	26.24463	167.4798	237.6122	26.21969	1.636397	1.980515	0.24211	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.8362894663567	NA
"251036_at"	"At5g02160"	0.035977	0.035977	0.50495	0.945716	4.73354	135.03	1.74873	0.0449	9.999e-05	0.2057	3.379489	3.201904	3.802816	3.702698	2.366577	14.4715	14.86324	5.240295	13.45889	11.40598	5.075345	176.1582	183.6337	2.706964	165.1818	124.7332	-15.2532	0.293418	1.934339	0.133537	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-23.2604734903022	NA
"251040_at"	"At5g02250"	0.013565	0.013565	0.047021	0.780203	7.04344	23.0495	2.15766	0.0173	9.999e-05	0.148	0.722073	0.589057	0.907796	0.522888	0.536011	2.022235	1.53635	1.444692	1.740669	1.343755	1.455243	39.97692	6.344469	-24.0271	19.61365	-7.66113	-22.8024	1.431272	1.49261	0.045683	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.5358804959807	NA
"251054_at"	"At5g01540"	0.250416	0.250416	1.493099	0.872217	7.38222	49.8319	1.12789	0.0152	9.999e-05	0.3481	-2.3944	-1.8093	-1.67456	-1.11224	-3.51874	0.247251	0.338135	0.082303	0.396895	0.632808	0.092489	200.4157	310.841	36.7575	329.1256	584.1962	59.4396	0.942531	1.674148	0.193346	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.1465538911973	NA
"251060_at"	"At5g01820"	0.062207	0.062207	0.247004	0.808116	37.7951	12.8246	1.66894	9.999e-05	5e-04	0.2196	-2.43559	-1.77574	-2.34318	-1.73175	-2.24207	0.156287	0.221715	0.182275	0.248509	0.408872	0.24514	-14.2576	21.63766	41.86414	1.374163	66.79083	64.52992	2.331803	3.888747	1.559527	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.4133234106849	NA
"251068_at"	"At5g01920"	0.023552	0.023552	1.04968	0.982905	8.19513	451.489	4.8277	0.0113	9.999e-05	0.0229	1.306356	1.117296	1.769938	1.999573	-0.13403	3.81747	4.489722	0.882593	3.046724	3.561586	0.940898	332.529	408.6968	17.60986	223.8103	278.5306	16.89887	1.710442	2.143142	0.38972	4	"At5g01920"	0.023552	0.023552	1.04968	0.982905	8.19513	451.489	4.8277	0.0113	9.999e-05	0.0229	1.306356	1.117296	1.769938	1.999573	-0.13403	3.81747	4.489722	0.882593	3.046724	3.561586	0.940898	332.529	408.6968	17.60986	223.8103	278.5306	16.89887	1.710442	2.143142	0.38972	4	-20.6724603438699	-20.6724603438699
"251069_at"	"At5g01930"	0.251723	0.251723	0.671504	0.714388	5.84505	15.2719	1.61145	0.0279	2e-04	0.2304	-2.04586	-2.56784	-1.43465	-2.62579	-2.86011	0.421873	0.231493	0.145441	0.324392	0.11339	0.130424	190.0637	59.16576	-45.1273	148.7213	-13.0601	-65.0453	0.433521	1.983367	0.178113	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-51.0179573464424	NA
"251080_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At5g02010"	0.04151	0.04151	0.31068	0.898202	3.53231	62.3088	6.63694	0.0785	9.999e-05	0.008	-1.27866	-1.44344	-1.39998	-1.90936	-0.7738	0.412647	0.315469	0.537922	0.347974	0.224642	0.635921	-23.2888	-41.3542	-23.5499	-45.2804	-64.6745	-35.4428	0.799355	2.436782	0.946289	7	NA	-28.7911015028418
"251082_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At5g01530"	0.01028	0.01028	0.197776	0.960397	2.02438	188.617	4.55007	0.174	9.999e-05	0.0273	5.149889	5.087809	5.430094	5.39093	4.535522	45.08157	44.54443	22.2854	41.23287	39.52482	24.13438	102.292	99.88165	-1.1915	70.84701	63.76976	-4.14245	0.855529	1.543869	0.891804	4	NA	-11.2687714266408
"251104_at"	"At5g01720"	0.109565	0.109565	0.21509	0.611893	7.59845	8.38124	0.53296	0.014	0.0032	0.5969	-1.79938	-1.40674	-1.95011	-1.22736	-1.63171	0.218445	0.359434	0.302019	0.3066	0.5075	0.344809	-27.6718	19.01059	64.54247	-11.0812	47.18289	65.5251	1.049789	1.306377	0.370515	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.1942108982456	NA
"251109_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At5g01600"	0.158025	0.158025	0.701788	0.828438	2.61077	32.9399	4.00462	0.1257	9.999e-05	0.0389	1.626126	1.902534	0.809163	2.543274	1.940552	1.81835	4.202975	3.848606	1.688447	8.084379	3.82847	-52.753	9.207732	131.1423	-55.8976	111.1647	378.8056	0.127212	2.397437	0.009283	3	NA	92.3489671006846
"251113_at"	"At5g01370"	0.08013	0.08013	1.04327	0.941481	8.89707	120.209	4.11414	0.0088	9.999e-05	0.0362	-1.55942	-1.92277	-1.47176	-2.95258	-0.79895	0.418271	0.166568	0.560599	0.310779	0.10018	0.589294	-25.3885	-70.2875	-60.1771	-47.2625	-83.0001	-67.765	1.084903	2.679224	0.140447	5	"At5g01370"	0.08013	0.08013	1.04327	0.941481	8.89707	120.209	4.11414	0.0088	9.999e-05	0.0362	-1.55942	-1.92277	-1.47176	-2.95258	-0.79895	0.418271	0.166568	0.560599	0.310779	0.10018	0.589294	-25.3885	-70.2875	-60.1771	-47.2625	-83.0001	-67.765	1.084903	2.679224	0.140447	5	-39.8563949858316	-39.8563949858316
"251117_at"	"At3g63390"	0.017756	0.017756	0.070045	0.806867	7.0622	28.1814	1.50255	0.0172	9.999e-05	0.2523	-0.128	0.024387	-0.18075	-0.21613	0.241455	0.846417	0.780889	1.1594	0.919595	0.949053	1.205416	-26.9953	-32.6471	-7.74174	-23.7114	-21.2676	3.203364	0.540911	2.059192	0.252168	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5349428663997	NA
"251120_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At3g63490"	0.021139	0.021139	0.132937	0.878847	2.67243	53.0503	3.72975	0.1216	9.999e-05	0.0468	3.70322	3.600939	4.073975	3.265198	3.617065	17.72989	10.57412	11.78665	15.99819	8.741798	12.77321	50.4235	-10.2873	-40.3599	25.24804	-31.5615	-45.3576	0.638991	1.775806	0.559167	5	NA	-17.3283639678763
"251122_at"	"At5g01020"	0.009566	0.009566	0.025352	0.712514	7.23877	9.74363	5.48292	0.0161	0.0017	0.0154	1.566176	1.452935	1.590251	1.556702	1.381714	2.97707	3.265158	2.671185	3.04535	2.650473	2.54197	11.45127	22.23632	9.676923	19.80275	4.268473	-12.9665	0.162735	3.30511	0.49981	4	"At5g01020"	0.009566	0.009566	0.025352	0.712514	7.23877	9.74363	5.48292	0.0161	0.0017	0.0154	1.566176	1.452935	1.590251	1.556702	1.381714	2.97707	3.265158	2.671185	3.04535	2.650473	2.54197	11.45127	22.23632	9.676923	19.80275	4.268473	-12.9665	0.162735	3.30511	0.49981	4	-18.825582100468	-18.825582100468
"251133_at"	"At5g01240"	0.011351	0.011351	0.095347	0.909298	15.901	71.2006	0.49909	0.0011	9.999e-05	0.6162	1.053101	0.87028	1.303467	0.962097	0.619507	2.584915	2.120061	1.630233	2.356778	1.790159	1.447874	58.56111	30.04654	-17.9833	62.7751	23.64055	-24.0421	0.838751	2.289271	1.428831	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-15.5609673495244	NA
