"Probe_Set_ID"	"Transcript_ID_Array_Design_.x"	"Variance_Residual.x"	"SumVariance.x"	"SampleVariance.x"	"RSquare.x"	"F_T3_co2.x"	"F_T3_dev.x"	"F_T3_co2_dev.x"	"PrF_T3_co2.x"	"PrF_T3_dev.x"	"PrF_T3_co2_dev.x"	"Lsmean_co2_A.x"	"Lsmean_co2_E.x"	"Lsmean_dev_expanding.x"	"Lsmean_dev_fullexpand.x"	"Lsmean_dev_primordia.x"	"LinearLsmean_A_expanding.x"	"linearLsmean_A_fullexpand.x"	"linearLsmean_A_primordia.x"	"linearLsmean_E_expanding.x"	"linearLsmean_E_fullexpand.x"	"linearLsmean_E_primordia.x"	"percentage_A_PvX.x"	"percentage_A_PvE.x"	"percentage_A_EvX.x"	"percentage_E_PvX.x"	"percentage_E_PvE.x"	"percentage_E_EvX.x"	"neglog10pvalue_A_expanding_E_expanding.x"	"neglog10pvalue_A_fullexpand_E_fullexpand.x"	"neglog10pvalue_A_primordia_E_primordia.x"	"Cluster.x"	"Transcript_ID_Array_Design_.y"	"Variance_Residual.y"	"SumVariance.y"	"SampleVariance.y"	"RSquare.y"	"F_T3_co2.y"	"F_T3_dev.y"	"F_T3_co2_dev.y"	"PrF_T3_co2.y"	"PrF_T3_dev.y"	"PrF_T3_co2_dev.y"	"Lsmean_co2_A.y"	"Lsmean_co2_E.y"	"Lsmean_dev_expanding.y"	"Lsmean_dev_fullexpand.y"	"Lsmean_dev_primordia.y"	"LinearLsmean_A_expanding.y"	"linearLsmean_A_fullexpand.y"	"linearLsmean_A_primordia.y"	"linearLsmean_E_expanding.y"	"linearLsmean_E_fullexpand.y"	"linearLsmean_E_primordia.y"	"percentage_A_PvX.y"	"percentage_A_PvE.y"	"percentage_A_EvX.y"	"percentage_E_PvX.y"	"percentage_E_PvE.y"	"percentage_E_EvX.y"	"neglog10pvalue_A_expanding_E_expanding.y"	"neglog10pvalue_A_fullexpand_E_fullexpand.y"	"neglog10pvalue_A_primordia_E_primordia.y"	"Cluster.y"	"percentchangeco2_fullexpand.x"	"percentchangeco2_fullexpand.y"
"245035_at"	"At2g26400"	0.511314	0.511314	2.918936	0.866536	9.12516	47.0227	0.52212	0.0081	9.999e-05	0.603	-0.70043	0.229112	-1.4856	-1.04132	1.819946	0.234853	0.333926	2.971701	0.542983	0.706989	4.194806	-92.097	-88.7631	42.18507	-87.0558	-83.1461	30.20456	1.260498	1.317966	0.468558	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.720261375275	NA
"245042_at"	"At2g26540"	0.031236	0.031236	0.116627	0.795937	7.84011	24.5598	2.8053	0.0128	9.999e-05	0.0903	0.63996	0.427002	0.89445	0.226746	0.479248	2.033215	1.342505	1.386253	1.699531	1.019996	1.401824	46.66982	-3.1559	-33.9714	21.23716	-27.2379	-39.9837	1.036078	2.227624	0.046232	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-24.0229272889114	NA
"245052_at"	"At2g26440"	0.153187	0.153187	0.487208	0.760444	18.1634	13.0912	3.23942	6e-04	4e-04	0.0659	-0.99934	-0.28152	-0.48836	-0.23016	-1.20276	0.540722	0.567904	0.407627	0.939731	1.279834	0.463024	32.65141	39.31977	5.026981	102.955	176.4075	36.19153	1.62146	3.20082	0.287365	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.360976503071	NA
"245063_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g39795"	0.03579	0.03579	0.781432	0.965104	1.16658	209.014	10.9668	0.2961	9.999e-05	0.001	-0.3465	-0.25857	-0.75741	-0.97406	0.823853	0.670138	0.416024	1.744995	0.522195	0.622929	1.79562	-61.5966	-76.159	-37.9196	-70.9184	-65.3084	19.29057	1.478301	3.307603	0.118197	7	NA	49.7339095821395
"245084_at"	"At2g23290"	0.050649	0.050649	0.074826	0.48428	12.2989	0.8135	0.50308	0.0029	0.4608	0.6139	-1.92034	-1.5807	-1.75627	-1.81927	-1.67603	0.261304	0.243177	0.290194	0.335334	0.33019	0.337477	-9.9555	-16.2019	-6.93697	-0.63498	-2.15907	-1.53383	1.168429	1.867222	0.721078	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.7817556759068	NA
"245109_at"	"At2g41520"	0.030037	0.030037	0.073584	0.688992	7.81814	11.9962	1.62207	0.0129	7e-04	0.2283	-1.16291	-1.37145	-1.22957	-1.49615	-1.07581	0.452848	0.404365	0.486479	0.40158	0.310779	0.462633	-6.9131	-16.8793	-10.7063	-13.1968	-32.8239	-22.611	0.622831	2.161351	0.250005	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-23.143941735808	NA
"245112_at"	"At2g41540"	0.041029	0.041029	1.652668	0.981085	7.52652	410.866	0.2384	0.0144	9.999e-05	0.7906	-0.31002	-0.54915	-0.49683	-1.84662	1.054688	0.769018	0.309652	2.20402	0.653043	0.249662	1.957806	-65.1084	-85.9506	-59.7341	-66.6441	-87.2479	-61.7694	0.761731	1.342074	0.601731	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-19.3733610633873	NA
"245130_at"	"At2g45340"	0.067892	0.067892	0.461303	0.887868	6.71165	53.4277	6.42936	0.0197	9.999e-05	0.0089	0.311537	0.02105	0.069743	-0.45453	0.883667	1.147817	0.953966	1.745585	0.959656	0.558233	1.950201	-34.2446	-45.3498	-16.8887	-50.7919	-71.3756	-41.8299	0.615615	3.164739	0.399833	7	"At2g45340"	0.067892	0.067892	0.461303	0.887868	6.71165	53.4277	6.42936	0.0197	9.999e-05	0.0089	0.311537	0.02105	0.069743	-0.45453	0.883667	1.147817	0.953966	1.745585	0.959656	0.558233	1.950201	-34.2446	-45.3498	-16.8887	-50.7919	-71.3756	-41.8299	0.615615	3.164739	0.399833	7	-41.4829249679758	-41.4829249679758
"245156_at"	"At5g12480"	0.030017	0.030017	0.066268	0.654888	7.05166	8.74153	3.23678	0.0173	0.0027	0.066	-0.92509	-0.72711	-1.01717	-0.6286	-0.83252	0.442344	0.575644	0.573649	0.551878	0.72676	0.549701	-22.8895	0.34787	30.13509	0.395875	32.20988	31.68856	1.41566	1.842332	0.205951	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.2516416396245	NA
"245181_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At5g12420"	0.077807	0.077807	0.741323	0.920033	0.75601	84.906	6.6349	0.3974	9.999e-05	0.008	-1.71163	-1.60726	-2.25659	-2.13995	-0.58179	0.213378	0.179445	0.743302	0.205232	0.286874	0.600568	-71.2933	-75.8585	-15.9028	-65.827	-52.2329	39.7802	0.092378	2.465615	0.858831	7	NA	59.8673688316755
"245188_at"	"At1g67660"	0.052274	0.052274	0.182779	0.782098	6.61352	21.8752	4.10427	0.0205	9.999e-05	0.0364	0.890747	0.637722	0.965251	0.320007	1.007446	2.344844	1.415051	1.92105	1.625641	1.101264	2.103801	22.06055	-26.3397	-39.6527	-22.7284	-47.6536	-32.2567	1.919151	1.399536	0.367238	5	"At1g67660"	0.052274	0.052274	0.182779	0.782098	6.61352	21.8752	4.10427	0.0205	9.999e-05	0.0364	0.890747	0.637722	0.965251	0.320007	1.007446	2.344844	1.415051	1.92105	1.625641	1.101264	2.103801	22.06055	-26.3397	-39.6527	-22.7284	-47.6536	-32.2567	1.919151	1.399536	0.367238	5	-22.1749604784563	-22.1749604784563
"245196_at"	"At1g67750"	0.147264	0.147264	1.002678	0.888099	11.1793	55.5095	1.77909	0.0041	9.999e-05	0.2006	0.439738	-0.11241	0.390218	-0.94476	1.045532	1.447138	0.729905	2.362368	1.186928	0.36977	1.803538	-38.742	-69.1028	-49.5622	-34.1889	-79.4975	-68.8465	0.426017	2.634175	0.768196	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-49.3399826004754	NA
"245200_at"	"At1g67850"	0.044585	0.044585	0.1217	0.720874	11.2749	10.692	4.97217	0.004	0.0011	0.0209	-0.57255	-0.26744	-0.28068	-0.2713	-0.70801	0.684964	0.70287	0.631524	0.989341	0.976749	0.593397	8.462024	11.29741	2.614172	66.72495	64.60293	-1.27277	2.141224	2.234902	0.255098	6	"At1g67850"	0.044585	0.044585	0.1217	0.720874	11.2749	10.692	4.97217	0.004	0.0011	0.0209	-0.57255	-0.26744	-0.28068	-0.2713	-0.70801	0.684964	0.70287	0.631524	0.989341	0.976749	0.593397	8.462024	11.29741	2.614172	66.72495	64.60293	-1.27277	2.141224	2.234902	0.255098	6	38.9658116010073	38.9658116010073
"245201_at"	"At1g67840"	0.015136	0.015136	0.626576	0.981595	17.2441	412.48	4.29558	7e-04	9.999e-05	0.0321	1.167169	0.94732	1.395915	1.73053	0.045288	2.696924	3.854145	1.089585	2.567766	2.857291	0.97725	147.5184	253.7259	42.90892	162.7542	192.3807	11.27535	0.308874	3.850881	1.045745	4	"At1g67840"	0.015136	0.015136	0.626576	0.981595	17.2441	412.48	4.29558	7e-04	9.999e-05	0.0321	1.167169	0.94732	1.395915	1.73053	0.045288	2.696924	3.854145	1.089585	2.567766	2.857291	0.97725	147.5184	253.7259	42.90892	162.7542	192.3807	11.27535	0.308874	3.850881	1.045745	4	-25.8644654002379	-25.8644654002379
"245211_at"	"At5g12370"	0.003294	0.003294	0.045385	0.944704	6.55775	127.187	6.27438	0.0209	9.999e-05	0.0097	0.699124	0.635878	0.842041	0.763733	0.396729	1.840641	1.793342	1.296401	1.745783	1.607495	1.33695	41.98081	38.33239	-2.56966	30.57955	20.23601	-7.92126	0.910642	2.885115	0.537947	4	"At5g12370"	0.003294	0.003294	0.045385	0.944704	6.55775	127.187	6.27438	0.0209	9.999e-05	0.0097	0.699124	0.635878	0.842041	0.763733	0.396729	1.840641	1.793342	1.296401	1.745783	1.607495	1.33695	41.98081	38.33239	-2.56966	30.57955	20.23601	-7.92126	0.910642	2.885115	0.537947	4	-10.3631655311703	-10.3631655311703
"245260_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g16360"	0.004324	0.004324	0.040894	0.919447	1.31575	78.7788	12.1276	0.2682	9.999e-05	6e-04	0.564602	0.532145	0.609782	0.718323	0.317017	1.585969	1.558345	1.308966	1.468353	1.73704	1.18559	21.16197	19.0516	-1.74178	23.85001	46.51273	18.29852	1.260158	2.407598	2.13676	4	NA	11.4669729745339
"245266_at"	"At4g17070"	0.018709	0.018709	0.286049	0.950168	21.6596	141.365	1.02238	3e-04	9.999e-05	0.3821	-0.83215	-0.55821	-0.413	-0.30548	-1.36707	0.654593	0.747021	0.362396	0.861737	0.87649	0.414723	80.62906	106.1336	14.11987	107.7862	111.3435	1.712007	2.575524	1.525114	1.211878	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3313735490702	NA
"245270_at"	"At4g14960"	0.010721	0.010721	0.117052	0.930213	5.985	103.145	0.3454	0.0264	9.999e-05	0.7131	3.609036	3.500027	3.523519	3.199036	3.94104	11.86537	9.703075	15.7795	11.14522	8.691643	14.95027	-24.8052	-38.5084	-18.2236	-25.4514	-41.863	-22.0146	0.521194	1.342105	0.518192	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4238295591861	NA
"245284_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g14210"	0.019744	0.019744	0.071856	0.790652	1.81195	25.2095	4.2536	0.197	9.999e-05	0.033	1.991089	1.909695	2.22111	1.94635	1.683716	4.943949	4.174623	3.043976	4.397111	3.557972	3.390446	62.41749	37.14376	-15.561	29.69124	4.941113	-19.0839	0.796187	1.470697	0.862995	4	NA	-14.7714176825069
"245287_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g14910"	0.010831	0.010831	0.102196	0.919248	2.92882	84.2824	5.49951	0.1063	9.999e-05	0.0152	0.922594	0.845947	1.178141	0.984558	0.490112	2.372518	2.130131	1.347626	2.158252	1.838047	1.463888	76.05168	58.06544	-10.2165	47.43285	25.55931	-14.8363	0.894118	1.973332	0.905584	4	NA	-13.7120205283149
"245293_at"	"At4g16660"	0.063655	0.063655	0.120825	0.598603	6.95925	6.56005	2.03452	0.0179	0.0083	0.1632	0.578871	0.865289	0.674235	0.971375	0.52063	1.398664	1.658476	1.436646	1.820609	2.318017	1.43252	-2.64385	15.44078	18.57575	27.09136	61.81395	27.32097	1.07879	1.808825	0.008009	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.7678953448829	NA
"245313_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g15420"	0.011582	0.011582	0.041663	0.788195	0.28069	25.738	3.86083	0.6035	9.999e-05	0.0428	0.218411	0.242947	0.228109	0.424988	0.03894	1.171893	1.258891	1.067501	1.170704	1.431792	0.988724	9.779068	17.92871	7.423676	18.40549	44.81208	22.30183	0.005724	1.573331	0.781289	4	NA	13.7343900305904
"245318_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g16985"	0.033013	0.033013	0.579697	0.956611	0.25464	171.722	4.54216	0.6207	9.999e-05	0.0274	4.06075	4.021294	4.619222	4.461487	3.042358	25.16453	24.42817	7.560371	24.00269	19.86972	8.977166	232.8479	223.1081	-2.92619	167.3749	121.3363	-17.2187	0.185804	1.469369	1.144515	4	NA	-18.660628282839
"245333_at"	"At4g14615"	0.007041	0.007041	0.045159	0.881213	13.8598	49.6635	3.20272	0.0019	9.999e-05	0.0676	1.387465	1.521891	1.310628	1.702698	1.350708	2.317493	3.039087	2.5424	2.654962	3.486448	2.55837	-8.84624	19.53615	31.13684	3.775508	36.27614	31.31821	1.947684	2.380787	0.055076	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.7202432835914	NA
"245336_at"	"At4g16515"	0.066108	0.066108	0.252571	0.800578	8.61306	24.9693	2.18535	0.0097	9.999e-05	0.1448	-1.00433	-1.32905	-0.69409	-1.6662	-1.13977	0.639413	0.393297	0.492611	0.597496	0.252424	0.418106	29.80087	-20.1608	-38.491	42.90536	-39.6268	-57.753	0.18874	2.545557	0.674464	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.8184781475577	NA
"245338_at"	"At4g16442"	0.0191	0.0191	0.336752	0.956785	11.0545	169.478	2.22061	0.0043	9.999e-05	0.1409	0.358493	0.160753	0.014404	-0.22418	0.988647	1.096924	0.956389	2.00882	0.930031	0.766294	1.960127	-45.3946	-52.3905	-12.8117	-52.5525	-60.9059	-17.6055	1.292933	2.318805	0.141517	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-19.8763264738511	NA
"245358_at"	"At4g15900"	0.009531	0.009531	0.107793	0.932633	7.6105	103.877	3.1833	0.014	9.999e-05	0.0686	0.527873	0.411974	0.369059	0.177551	0.863159	1.358847	1.221123	1.806287	1.227511	1.04746	1.831837	-24.7713	-32.396	-10.1354	-32.9902	-42.8191	-14.668	1.073457	2.25895	0.111885	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.2215812821477	NA
"245359_at"	"At4g14430"	0.019527	0.019527	0.038125	0.609768	6.1367	7.71109	1.39803	0.0248	0.0045	0.2757	0.527656	0.676622	0.440999	0.628967	0.73645	1.320163	1.400046	1.62088	1.395985	1.708181	1.712523	-18.5527	-13.6243	6.050983	-18.4837	-0.25351	22.3639	0.309569	1.985245	0.362774	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.0089197069239	NA
"245367_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g16265"	0.016351	0.016351	0.324984	0.961666	0.2728	191.316	8.79539	0.6086	9.999e-05	0.0026	-0.39728	-0.36854	-0.45044	-0.97223	0.273926	0.812731	0.465499	1.157048	0.658963	0.558137	1.263479	-29.7582	-59.7684	-42.7241	-47.8453	-55.8254	-15.3008	1.979483	1.977551	0.746148	7	NA	19.9007946311378
"245373_s_at"	"At4g14716"	0.007676	0.007676	0.367035	0.984066	10.696	484.537	4.45692	0.0048	9.999e-05	0.0289	2.62694	2.750244	2.737712	3.344788	1.983276	6.288295	9.39606	3.989185	7.075117	10.98543	3.918928	57.63359	135.5384	49.42142	80.53706	180.3173	55.26859	1.519508	2.656056	0.164613	4	"At4g14716"	0.007676	0.007676	0.367035	0.984066	10.696	484.537	4.45692	0.0048	9.999e-05	0.0289	2.62694	2.750244	2.737712	3.344788	1.983276	6.288295	9.39606	3.989185	7.075117	10.98543	3.918928	57.63359	135.5384	49.42142	80.53706	180.3173	55.26859	1.519508	2.656056	0.164613	4	16.9152815116123	16.9152815116123
"245383_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g17810"	0.091673	0.091673	0.228894	0.694853	3.10489	6.81987	10.0476	0.0971	0.0072	0.0015	-0.78522	-1.01481	-0.63908	-0.83978	-1.22119	0.743261	0.735981	0.357162	0.554746	0.424166	0.515116	108.1019	106.0636	-0.97944	7.693412	-17.6563	-23.5388	0.97013	2.724058	1.597541	4	NA	-42.3672621983448
"245386_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g14010"	0.029457	0.029457	0.163449	0.862689	4.38052	41.5299	5.74464	0.0526	9.999e-05	0.0132	-0.27714	-0.43172	-0.2229	-0.79742	-0.04297	0.823991	0.681899	1.000169	0.891002	0.485492	0.942014	-17.6149	-31.8216	-17.2443	-5.41522	-48.4623	-45.5116	0.36383	3.021433	0.312799	5	NA	-28.8029458908137
"245395_at"	"At4g17420"	0.02909	0.02909	0.050863	0.564245	5.95111	4.55761	2.71882	0.0267	0.0271	0.0963	-0.35046	-0.17141	-0.41886	-0.21759	-0.14636	0.707107	0.752352	0.906972	0.791285	0.983052	0.900089	-22.0365	-17.0479	6.398661	-12.0881	9.217194	24.23486	0.583362	2.253055	0.032196	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.6638382033942	NA
"245399_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g17340"	0.026852	0.026852	3.074838	0.993346	0.33407	1185.92	8.31957	0.5713	9.999e-05	0.0033	0.90488	0.945638	1.118245	2.818176	-1.16064	2.065583	6.325831	0.502376	2.281434	7.863099	0.398284	311.1626	1159.182	206.2492	472.8157	1874.243	244.656	0.523242	1.809711	1.972962	4	NA	24.3014396053262
"245400_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g17040"	0.006249	0.006249	0.021404	0.777556	0.17227	23.0928	4.79015	0.6836	9.999e-05	0.0234	3.76865	3.75453	3.829508	3.604309	3.850952	14.31562	12.73759	13.88456	14.11834	11.61243	14.99588	3.10455	-8.26075	-11.0231	-5.85183	-22.5625	-17.7493	0.118934	1.527497	1.191858	5	NA	-8.83338213900747
"245426_at"	"At4g17540"	0.027582	0.027582	0.345647	0.939201	4.82548	118.141	3.37989	0.0431	9.999e-05	0.0597	0.034926	-0.12207	-0.07756	-0.66425	0.611084	1.052553	0.692248	1.475826	0.853226	0.575206	1.580789	-28.6804	-53.0942	-34.2316	-46.0253	-63.6127	-32.5846	1.39654	1.431917	0.386067	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-16.9075244709988	NA
"245492_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g16340"	0.022447	0.022447	0.208256	0.917877	0.51975	83.634	5.28413	0.4814	9.999e-05	0.0173	-0.45951	-0.506	-0.35946	-1.0191	-0.0697	0.741922	0.554043	0.935656	0.818895	0.439434	0.970325	-20.7056	-40.7856	-25.3233	-15.6061	-54.7127	-46.3381	0.582666	2.213399	0.202726	5	NA	-20.6859395389888
"245514_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g15805"	0.069528	0.069528	0.461594	0.885238	0.37763	53.9005	7.16873	0.5475	9.999e-05	0.006	-1.61899	-1.68872	-1.32088	-1.18756	-2.45313	0.329372	0.512722	0.204331	0.486479	0.375952	0.163206	61.19534	150.9274	55.66666	198.076	130.3536	-22.7198	1.725399	1.539507	0.994591	4	NA	-26.6752743201969
"245532_at"	"At4g15110"	0.01881	0.01881	0.043575	0.67111	5.74419	10.3078	3.23015	0.0291	0.0013	0.0663	1.975844	1.834391	2.103597	1.813782	1.797974	4.572661	3.893479	3.418677	4.039453	3.174444	3.53696	33.75529	13.88849	-14.8531	14.20691	-10.2494	-21.414	0.886902	2.105462	0.207783	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-18.4676737693975	NA
"245543_at"	"At4g15260"	0.089941	0.089941	0.389552	0.824088	11.6169	30.5378	0.73522	0.0036	9.999e-05	0.4949	-2.41844	-1.97857	-1.98999	-1.74005	-2.86548	0.225049	0.238531	0.121929	0.281598	0.375699	0.15442	84.57408	95.63168	5.99087	82.35882	143.2972	33.41677	0.687879	2.153842	0.894251	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.5053137747295	NA
"245565_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g14605"	0.014782	0.014782	0.025979	0.56648	0.01146	3.27874	7.15711	0.9161	0.0641	0.006	-0.67631	-0.67071	-0.69002	-0.742	-0.5885	0.583442	0.655869	0.640349	0.65852	0.545069	0.690666	-8.88693	2.42373	12.41387	-4.65429	-21.0807	-17.2283	1.010388	2.167297	0.652767	7	NA	-16.893617475441
"245593_at"	"At4g14550"	0.099506	0.099506	0.654828	0.884223	13.4305	53.1294	1.46214	0.0021	9.999e-05	0.2611	-2.06257	-2.56005	-2.06942	-3.22278	-1.64172	0.296631	0.135497	0.341325	0.191368	0.084677	0.300895	-13.0945	-60.3028	-54.3214	-36.4004	-71.8583	-55.7518	1.586543	2.108465	0.369777	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-37.5063654545857	NA
"245618_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g14510"	0.028494	0.028494	0.111225	0.80481	2.22067	28.0591	3.91193	0.1556	9.999e-05	0.0414	-0.68933	-0.79758	-0.63826	-1.10126	-0.49084	0.681729	0.51857	0.674612	0.6055	0.418956	0.750633	1.054951	-23.1307	-23.9331	-19.3347	-44.1863	-30.8083	0.633677	1.694324	0.667223	5	NA	-19.2093642131246
"245621_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g14070"	0.016559	0.016559	0.47919	0.973671	0.30289	289.858	5.76649	0.5897	9.999e-05	0.013	0.741387	0.71091	1.065837	1.283752	-0.17114	2.068382	2.678655	0.843319	2.118688	2.212989	0.935338	145.267	217.6326	29.50484	126.5157	136.5977	4.450906	0.127426	2.096874	0.920503	4	NA	-17.3843216091658
